,IDENTIFIER,TOTAL,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
,1kmN2336E4753,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2336E4761,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2336E4762,6,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2336E4784,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2336E4809,10,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,2,0
,1kmN2336E4835,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2337E4745,6,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0
,1kmN2337E4752,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2337E4755,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2337E4757,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2337E4792,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2337E4798,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2337E4823,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2338E4733,8,0,0,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0
,1kmN2338E4755,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2338E4763,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2338E4771,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2338E4772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2338E4773,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2338E4799,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
,1kmN2338E4800,9,0,0,1,0,1,0,3,0,1,1,0,0,0,0,0,1,0,0,1,0
,1kmN2338E4832,4,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2339E4726,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
,1kmN2339E4741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2339E4742,25,1,0,2,0,2,3,3,1,1,1,0,1,1,4,1,2,0,0,2,0
,1kmN2339E4754,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2339E4755,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2339E4763,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,1kmN2339E4766,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2339E4772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2339E4773,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
,1kmN2339E4806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2339E4809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2339E4821,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,1kmN2339E4832,9,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
,1kmN2340E4730,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2340E4731,15,1,0,1,0,0,0,2,1,3,0,0,0,0,1,0,0,0,1,5,0
,1kmN2340E4738,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2340E4742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2340E4746,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2340E4747,7,0,0,0,0,0,0,1,1,1,0,0,1,0,3,0,0,0,0,0,0
,1kmN2340E4749,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2340E4752,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2340E4753,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2340E4756,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2340E4759,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2340E4760,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2340E4762,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
,1kmN2340E4763,8,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0
,1kmN2340E4769,5,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
,1kmN2340E4770,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2340E4771,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2340E4776,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2340E4795,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2341E4739,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2341E4746,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2341E4747,75,1,0,6,0,0,9,11,2,1,0,0,0,4,32,1,2,0,3,3,0
,1kmN2341E4748,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2341E4751,8,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,2,0
,1kmN2341E4755,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
,1kmN2341E4758,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2341E4770,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2341E4771,64,1,0,8,2,1,3,8,2,7,2,0,1,1,1,3,3,3,3,15,0
,1kmN2341E4772,5,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2341E4776,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
,1kmN2341E4795,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2342E4722,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,1kmN2342E4738,41,8,0,2,0,2,3,6,2,2,0,0,0,2,1,1,1,0,3,8,0
,1kmN2342E4739,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2342E4745,11,0,0,1,0,0,2,1,0,4,1,0,1,0,0,0,0,0,1,0,0
,1kmN2342E4746,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2342E4747,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2342E4751,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2342E4765,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2342E4771,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2342E4776,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2342E4791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2343E4722,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2343E4737,6,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
,1kmN2343E4738,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2343E4744,11,0,0,0,0,1,0,2,1,2,0,0,0,1,2,1,0,0,1,0,0
,1kmN2343E4745,7,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0
,1kmN2343E4754,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2343E4771,6,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2343E4801,4,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2343E4818,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2344E4736,11,0,0,1,0,0,1,1,1,3,0,0,0,0,1,0,1,0,0,2,0
,1kmN2344E4737,42,0,0,2,0,2,3,6,0,11,1,0,1,2,1,1,2,0,2,8,0
,1kmN2344E4744,41,3,0,6,0,1,7,4,0,1,0,0,0,1,7,0,2,0,4,5,0
,1kmN2344E4745,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2344E4753,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0
,1kmN2344E4761,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2344E4789,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2344E4792,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2344E4818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2344E4820,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2345E4735,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,1kmN2345E4736,8,0,0,1,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2345E4744,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2345E4754,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2345E4759,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2345E4760,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2345E4761,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2345E4817,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2345E4818,24,0,0,0,0,0,0,3,1,2,0,0,0,1,0,4,2,3,3,5,0
,1kmN2346E4716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2346E4733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2346E4735,9,0,0,1,0,0,3,2,0,2,0,0,1,0,0,0,0,0,0,0,0
,1kmN2346E4741,15,0,0,1,0,0,2,0,0,2,0,0,0,3,3,0,1,0,1,2,0
,1kmN2346E4742,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
,1kmN2346E4743,31,0,0,4,0,0,9,5,0,1,0,1,6,2,1,0,0,0,1,1,0
,1kmN2346E4744,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2346E4745,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2346E4747,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2346E4755,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2346E4756,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2346E4758,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
,1kmN2346E4775,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2346E4780,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2346E4813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2346E4817,10,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,1,1,2,0
,1kmN2346E4818,71,1,1,8,1,2,7,15,0,3,2,0,0,3,1,1,4,4,11,7,0
,1kmN2346E4819,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
,1kmN2346E4820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2346E4824,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2347E4729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2347E4733,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2347E4740,99,0,0,3,3,0,12,24,2,6,4,0,6,12,3,0,2,6,9,7,0
,1kmN2347E4741,133,3,0,8,1,0,17,24,1,20,1,0,4,21,13,0,3,1,8,8,0
,1kmN2347E4742,47,0,0,7,1,0,4,14,1,3,1,0,0,6,1,0,0,1,3,5,0
,1kmN2347E4743,40,0,0,2,0,0,8,15,3,1,1,0,1,0,1,0,0,1,2,5,0
,1kmN2347E4744,4,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,1kmN2347E4750,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2347E4753,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2347E4757,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2347E4758,15,1,0,0,0,0,3,2,3,1,0,0,0,0,1,1,1,0,0,2,0
,1kmN2347E4765,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2347E4818,7,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,2,0,0,0,0
,1kmN2347E4819,6,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0
,1kmN2347E4820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2348E4739,212,4,0,7,0,0,7,38,4,33,5,1,10,42,14,7,7,5,9,19,0
,1kmN2348E4740,695,12,1,56,2,4,54,125,24,49,20,3,22,93,44,4,25,29,51,77,0
,1kmN2348E4741,187,2,0,12,0,0,23,50,6,13,3,0,3,26,8,0,9,6,11,15,0
,1kmN2348E4742,80,0,0,9,0,0,7,26,8,6,1,0,3,10,4,0,1,1,1,3,0
,1kmN2348E4743,10,0,0,3,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2348E4744,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2348E4745,12,3,0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,2,0
,1kmN2348E4752,29,3,0,3,0,0,3,8,2,0,0,1,0,0,2,1,2,0,1,3,0
,1kmN2348E4756,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2348E4760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2348E4783,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1kmN2349E4709,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2349E4710,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2349E4712,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2349E4714,6,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0
,1kmN2349E4729,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2349E4730,23,1,0,0,0,0,5,1,0,5,1,0,1,4,1,0,0,0,0,4,0
,1kmN2349E4738,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
,1kmN2349E4739,60,0,0,4,0,0,1,19,4,7,0,0,2,10,5,0,1,3,2,2,0
,1kmN2349E4740,245,3,0,16,1,1,43,28,6,33,8,2,14,29,21,3,6,9,13,9,0
,1kmN2349E4741,81,0,1,5,0,0,8,12,7,5,2,2,6,12,4,0,6,0,4,7,0
,1kmN2349E4742,109,4,1,11,0,0,9,27,2,11,4,0,2,10,4,0,3,4,8,9,0
,1kmN2349E4743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2349E4744,6,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
,1kmN2349E4752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2349E4756,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2349E4819,4,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2349E4820,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2350E4727,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2350E4738,32,2,0,2,0,0,3,9,0,6,2,0,2,1,2,0,0,0,1,2,0
,1kmN2350E4739,94,4,0,5,1,0,7,26,3,10,2,0,3,10,9,0,4,2,5,3,0
,1kmN2350E4740,90,1,0,7,0,1,11,18,2,5,3,0,4,13,11,0,2,2,5,5,0
,1kmN2350E4741,23,0,0,4,0,1,2,5,2,3,0,0,1,2,0,0,0,1,0,2,0
,1kmN2350E4742,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2350E4755,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2350E4758,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2350E4774,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2350E4783,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2350E4816,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2351E4724,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2351E4738,36,0,0,3,0,0,3,5,1,9,2,0,2,4,2,0,0,1,2,2,0
,1kmN2351E4739,31,0,0,4,0,0,2,8,0,2,0,1,0,6,5,0,0,1,1,1,0
,1kmN2351E4740,33,1,0,3,0,0,4,6,0,3,1,1,0,5,1,0,2,1,5,0,0
,1kmN2351E4741,11,0,0,1,0,0,1,1,1,1,0,0,0,3,2,0,0,0,0,1,0
,1kmN2351E4744,21,2,0,3,0,1,3,6,0,2,1,0,0,1,0,0,0,0,1,1,0
,1kmN2351E4748,5,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
,1kmN2351E4761,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2351E4762,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2351E4797,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,1kmN2352E4737,7,0,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0
,1kmN2352E4738,9,1,0,0,0,0,0,2,0,2,0,0,3,0,1,0,0,0,0,0,0
,1kmN2352E4740,51,1,0,13,0,0,8,14,1,2,0,1,1,7,0,0,0,0,0,3,0
,1kmN2352E4741,7,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0
,1kmN2352E4748,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2352E4770,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,1kmN2352E4772,4,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
,1kmN2352E4819,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2353E4768,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2353E4772,9,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,2,0
,1kmN2354E4735,29,1,0,3,0,0,2,4,1,10,0,0,0,1,5,0,0,0,1,1,0
,1kmN2354E4736,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2354E4745,10,0,0,2,0,0,1,2,0,1,0,0,0,1,1,0,0,0,1,1,0
,1kmN2354E4753,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
,1kmN2354E4768,11,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0,2,2,0
,1kmN2354E4772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2354E4780,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2355E4734,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
,1kmN2355E4758,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
,1kmN2355E4762,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2355E4767,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2355E4768,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,1kmN2356E4733,16,0,0,2,0,0,3,4,0,6,0,0,1,0,0,0,0,0,0,0,0
,1kmN2356E4734,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2356E4750,36,4,0,8,0,1,6,7,1,0,0,0,1,1,0,1,2,0,1,3,0
,1kmN2356E4770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2356E4787,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2356E4790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2357E4711,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
,1kmN2357E4742,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2357E4756,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2357E4759,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2357E4760,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2357E4765,12,0,0,0,0,0,0,1,0,3,0,0,0,0,2,1,1,0,1,3,0
,1kmN2357E4782,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2358E4709,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,1kmN2358E4745,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2358E4746,4,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
,1kmN2358E4754,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0
,1kmN2358E4755,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2358E4756,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2358E4764,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2358E4765,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2358E4771,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2358E4773,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2359E4734,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0
,1kmN2359E4735,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1kmN2359E4738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2359E4748,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2359E4751,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2359E4770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2359E4772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2359E4773,6,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0
,1kmN2360E4734,10,0,0,0,0,0,2,0,1,3,0,0,0,1,1,0,1,0,1,0,0
,1kmN2360E4743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2360E4758,5,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
,1kmN2360E4759,24,0,0,4,0,0,2,7,2,0,0,0,0,0,2,1,1,0,0,5,0
,1kmN2360E4760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2360E4775,40,3,5,3,3,1,3,1,0,0,0,0,0,1,8,1,4,2,1,4,0
,1kmN2360E4822,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2361E4735,7,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0
,1kmN2361E4736,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2361E4756,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
,1kmN2361E4761,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
,1kmN2361E4762,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2361E4793,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2362E4704,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2362E4732,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2362E4734,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
,1kmN2362E4735,32,2,1,0,0,1,5,1,0,6,0,0,1,3,4,1,1,0,0,6,0
,1kmN2362E4736,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2362E4737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2362E4738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2362E4749,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
