IDENTIFIER,TOTAL,WOMEN,MEN,TOTAL_0_14,WOMEN_0_14,MEN_0_14,TOTAL_15_64,WOMEN_15_64,MEN_15_64_,TOTAL_65p,WOMEN_65p,MEN_65p,INACTIVE_POPULATION,LABOUR_FORCE,BASIC_EDUCATION_OR_LESS,UPPER_SECONDARY_EDUCATION,TERTIARY_EDUCATION
1kmN2536E4840,84,41,43,11,D,D,61,30,31,12,7,5,20,53,34,36,D
1kmN2536E4841,17,9,8,0,0,0,10,5,5,7,D,D,D,D,D,D,0
1kmN2536E4842,85,44,41,8,D,D,55,24,31,22,16,6,36,41,51,24,D
1kmN2536E4843,16,D,D,D,D,D,12,D,D,D,D,D,D,D,D,D,0
1kmN2536E4849,49,24,25,6,D,D,34,16,18,9,D,D,22,21,33,D,0
1kmN2536E4850,12,7,5,D,D,D,7,D,D,D,D,D,D,D,D,D,0
1kmN2536E4851,7,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,0
1kmN2536E4854,28,15,13,9,D,D,17,9,8,D,D,D,17,D,17,D,0
1kmN2536E4856,47,22,25,5,D,D,29,12,17,13,7,6,28,14,26,13,D
1kmN2536E4857,20,9,11,D,D,D,9,D,D,9,D,D,11,D,17,D,0
1kmN2536E4860,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2536E4861,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2536E4868,19,9,10,D,D,D,12,D,D,D,D,D,D,D,14,D,0
1kmN2536E4870,21,13,8,D,D,D,10,D,D,8,D,D,12,D,11,D,D
1kmN2536E4871,82,44,38,14,D,D,47,21,26,21,11,10,25,43,39,27,D
1kmN2536E4872,9,D,D,D,D,D,6,D,D,D,D,D,D,D,D,D,0
1kmN2536E4874,21,10,11,D,D,D,13,5,8,6,D,D,D,D,D,D,D
1kmN2536E4875,109,57,52,16,8,8,72,37,35,21,12,9,36,57,40,47,D
1kmN2536E4876,33,18,15,8,D,D,22,11,11,D,D,D,12,13,12,13,0
1kmN2536E4877,287,145,142,42,17,25,183,89,94,62,39,23,141,104,120,112,13
1kmN2536E4878,558,293,265,85,43,42,386,190,196,87,60,27,220,253,172,239,62
1kmN2536E4879,1048,546,502,154,81,73,759,378,381,135,87,48,420,474,233,482,179
1kmN2536E4883,8,D,D,D,D,D,6,D,D,0,0,0,D,D,D,D,0
1kmN2536E4885,5,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2536E4886,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2536E4889,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,0
1kmN2536E4892,7,D,D,0,0,0,7,D,D,0,0,0,D,D,D,D,0
1kmN2536E4893,15,6,9,D,D,D,11,D,D,D,D,D,D,D,D,D,0
1kmN2536E4901,10,D,D,0,0,0,7,D,D,D,D,D,D,D,D,D,D
1kmN2536E4907,39,22,17,D,D,D,27,14,13,8,D,D,25,D,24,11,0
1kmN2536E4915,21,14,7,D,D,D,11,6,5,8,D,D,14,D,17,D,0
1kmN2536E4917,24,12,12,D,D,D,13,5,8,9,D,D,16,D,20,D,0
1kmN2536E4924,7,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,0
1kmN2536E4925,60,30,30,10,5,5,39,20,19,11,5,6,32,18,24,25,D
1kmN2536E4926,235,107,128,35,12,23,154,69,85,46,26,20,134,66,95,97,D
1kmN2536E4930,10,D,D,D,D,D,D,D,D,5,D,D,D,D,D,D,0
1kmN2536E4935,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2536E4936,26,15,11,D,D,D,15,8,7,9,D,D,17,D,16,D,D
1kmN2536E4940,64,35,29,5,D,D,33,15,18,26,17,9,41,18,44,14,D
1kmN2536E4942,69,35,34,13,6,7,40,18,22,16,11,5,35,21,34,21,D
1kmN2536E4943,6,D,D,D,D,D,5,D,D,0,0,0,D,D,D,D,0
1kmN2536E4956,22,11,11,5,D,D,15,7,8,D,D,D,D,12,D,11,0
1kmN2536E4957,70,36,34,6,D,D,45,20,25,19,12,7,36,28,33,27,D
1kmN2536E4967,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2536E4972,198,104,94,28,13,15,138,70,68,32,21,11,96,74,87,73,D
1kmN2536E4973,7,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2536E4979,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2536E4980,48,24,24,8,D,D,35,18,17,5,D,D,24,16,13,25,D
1kmN2536E4983,184,94,90,28,13,15,121,58,63,35,23,12,87,69,79,74,D
1kmN2536E4984,61,29,32,9,D,D,46,21,25,6,D,D,21,31,23,28,D
1kmN2536E4989,43,21,22,12,D,D,31,12,19,0,0,0,17,14,D,20,D
1kmN2536E4991,17,8,9,D,D,D,15,7,8,D,D,D,D,D,D,D,0
1kmN2537E4747,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2537E4748,12,D,D,D,D,D,5,D,D,D,D,D,D,D,D,D,0
1kmN2537E4749,19,10,9,D,D,D,10,D,D,8,D,D,13,D,14,D,D
1kmN2537E4752,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,0
1kmN2537E4755,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2537E4757,24,10,14,5,D,D,12,5,7,7,D,D,12,D,13,D,0
1kmN2537E4758,21,11,10,D,D,D,12,5,7,5,D,D,D,D,11,D,0
1kmN2537E4759,18,8,10,6,D,D,10,D,D,D,D,D,D,D,D,D,0
1kmN2537E4760,72,40,32,11,5,6,52,28,24,9,D,D,32,29,39,21,D
1kmN2537E4761,30,17,13,6,D,D,23,14,9,D,D,D,D,14,D,13,D
1kmN2537E4762,86,49,37,13,D,D,62,32,30,11,6,5,32,41,24,37,12
1kmN2537E4763,363,184,179,42,21,21,258,124,134,63,39,24,151,170,70,196,55
1kmN2537E4764,676,357,319,86,44,42,455,238,217,135,75,60,285,305,103,326,161
1kmN2537E4765,3389,1786,1603,531,263,268,2215,1152,1063,643,371,272,1349,1509,496,1626,736
1kmN2537E4766,1543,840,703,260,141,119,1063,578,485,220,121,99,566,717,165,741,377
1kmN2537E4768,26,16,10,5,D,D,18,11,7,D,D,D,D,13,D,16,D
1kmN2537E4769,535,279,256,85,42,43,360,185,175,90,52,38,201,249,106,256,88
1kmN2537E4770,1209,621,588,203,100,103,804,403,401,202,118,84,447,559,252,595,158
1kmN2537E4771,853,435,418,173,84,89,563,286,277,117,65,52,281,399,168,397,115
1kmN2537E4772,782,399,383,139,78,61,528,263,265,115,58,57,293,350,165,358,120
1kmN2537E4773,1239,612,627,185,93,92,889,426,463,165,93,72,473,580,264,659,131
1kmN2537E4774,37,18,19,6,D,D,25,12,13,6,D,D,15,16,D,25,D
1kmN2537E4776,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2537E4778,11,5,6,D,D,D,7,D,D,D,D,D,D,D,D,D,D
1kmN2537E4779,754,395,359,111,48,63,572,307,265,71,40,31,191,452,64,314,265
1kmN2537E4780,3385,1817,1568,655,339,316,2302,1228,1074,428,250,178,983,1746,348,1269,1112
1kmN2537E4781,5977,3221,2756,962,482,480,4285,2321,1964,730,418,312,1956,3058,589,2259,2164
1kmN2537E4782,9628,5120,4508,1148,555,593,6878,3661,3217,1602,904,698,3674,4804,887,3898,3693
1kmN2537E4783,3016,1640,1376,334,166,168,2273,1222,1051,409,252,157,1188,1493,273,1230,1178
1kmN2537E4784,4339,2271,2068,858,406,452,3179,1687,1492,302,178,124,1032,2448,345,1622,1514
1kmN2537E4785,96,51,45,21,10,11,70,40,30,5,D,D,21,54,D,35,34
1kmN2537E4786,4029,2133,1896,525,249,276,2833,1510,1323,671,374,297,1570,1932,499,1672,1331
1kmN2537E4787,7945,4421,3524,792,369,423,4886,2623,2263,2267,1429,838,3827,3324,1104,4179,1870
1kmN2537E4788,470,246,224,85,40,45,315,162,153,70,44,26,159,226,87,201,97
1kmN2537E4789,228,106,122,62,31,31,149,68,81,17,7,10,68,98,70,83,13
1kmN2537E4790,45,20,25,9,D,D,31,12,19,5,D,D,12,24,11,22,D
1kmN2537E4791,362,175,187,73,32,41,258,125,133,31,18,13,100,189,103,169,17
1kmN2537E4792,1054,560,494,148,77,71,732,375,357,174,108,66,427,479,337,475,74
1kmN2537E4795,145,79,66,27,16,11,98,52,46,20,11,9,46,72,52,64,D
1kmN2537E4796,421,215,206,79,40,39,274,134,140,68,41,27,164,178,134,185,23
1kmN2537E4797,152,74,78,29,13,16,103,47,56,20,14,6,57,66,60,59,D
1kmN2537E4800,143,67,76,22,12,10,109,48,61,12,7,5,44,77,48,70,D
1kmN2537E4801,685,330,355,146,67,79,480,232,248,59,31,28,207,332,156,346,37
1kmN2537E4802,377,181,196,74,36,38,270,123,147,33,22,11,122,180,115,173,14
1kmN2537E4803,146,82,64,31,21,10,95,48,47,20,13,7,52,63,52,58,D
1kmN2537E4805,22,12,10,0,0,0,17,9,8,5,D,D,14,D,D,11,D
1kmN2537E4807,48,21,27,11,D,D,28,14,14,9,D,D,21,16,17,14,D
1kmN2537E4808,106,49,57,18,6,12,70,33,37,18,10,8,46,42,41,46,D
1kmN2537E4810,13,5,8,D,D,D,9,D,D,0,0,0,D,D,D,D,D
1kmN2537E4814,45,23,22,14,5,9,28,16,12,D,D,D,14,17,13,15,D
1kmN2537E4815,142,63,79,35,16,19,86,37,49,21,10,11,54,53,53,49,D
1kmN2537E4819,49,24,25,7,D,D,32,12,20,10,D,D,24,18,24,15,D
1kmN2537E4820,139,65,74,24,11,13,97,42,55,18,12,6,59,56,51,59,D
1kmN2537E4821,170,90,80,41,21,20,109,56,53,20,13,7,64,65,65,55,D
1kmN2537E4822,76,37,39,16,6,10,50,24,26,10,D,D,37,23,33,27,0
1kmN2537E4828,62,33,29,6,D,D,42,23,19,14,8,6,19,37,29,25,D
1kmN2537E4829,8,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2537E4832,12,5,7,D,D,D,6,D,D,D,D,D,D,D,D,D,0
1kmN2537E4833,84,46,38,11,5,6,56,30,26,17,11,6,31,42,33,36,D
1kmN2537E4834,306,149,157,45,16,29,216,110,106,45,23,22,104,157,63,153,45
1kmN2537E4835,862,455,407,136,69,67,577,296,281,149,90,59,332,394,178,392,156
1kmN2537E4836,401,187,214,66,33,33,284,127,157,51,27,24,163,172,132,169,34
1kmN2537E4837,236,124,112,51,29,22,162,81,81,23,14,9,83,102,74,98,13
1kmN2537E4838,70,38,32,8,D,D,46,22,24,16,11,5,26,36,32,27,D
1kmN2537E4840,11,D,D,D,D,D,7,D,D,D,D,D,D,D,D,D,D
1kmN2537E4844,25,16,9,D,D,D,17,9,8,7,D,D,D,19,18,D,0
1kmN2537E4845,D,D,D,0,0,0,0,0,0,D,D,D,0,D,D,0,0
1kmN2537E4848,79,42,37,9,D,D,56,29,27,14,9,5,22,48,57,13,0
1kmN2537E4849,25,15,10,D,D,D,11,D,D,10,5,5,13,D,16,D,0
1kmN2537E4850,30,14,16,7,D,D,22,13,9,D,D,D,D,16,17,D,0
1kmN2537E4851,13,7,6,D,D,D,10,5,5,D,D,D,D,D,D,D,0
1kmN2537E4852,91,51,40,19,13,6,61,30,31,11,D,D,43,29,41,29,D
1kmN2537E4855,8,D,D,0,0,0,5,D,D,D,D,D,D,D,D,D,0
1kmN2537E4856,31,16,15,D,D,D,23,11,12,5,D,D,18,D,21,D,0
1kmN2537E4859,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2537E4860,45,21,24,D,D,D,30,15,15,12,6,6,22,20,32,D,D
1kmN2537E4864,83,40,43,12,D,D,44,19,25,27,17,10,36,35,52,18,D
1kmN2537E4865,19,11,8,5,D,D,11,D,D,D,D,D,D,D,13,0,D
1kmN2537E4866,31,17,14,5,D,D,17,10,7,9,D,D,14,12,18,D,0
1kmN2537E4867,46,25,21,5,D,D,31,13,18,10,D,D,18,23,25,15,D
1kmN2537E4868,90,44,46,13,8,5,57,24,33,20,12,8,31,46,43,32,D
1kmN2537E4869,105,52,53,17,D,D,67,25,42,21,14,7,41,47,55,32,D
1kmN2537E4870,125,58,67,19,9,10,93,40,53,13,D,D,36,70,41,63,D
1kmN2537E4871,29,15,14,0,0,0,24,12,12,5,D,D,D,20,14,14,D
1kmN2537E4874,63,30,33,9,D,D,38,18,20,16,8,8,26,28,31,21,D
1kmN2537E4877,6,D,D,D,D,D,5,D,D,0,0,0,D,D,D,D,0
1kmN2537E4878,222,123,99,31,15,16,148,82,66,43,26,17,97,94,68,101,22
1kmN2537E4879,122,61,61,13,8,5,86,39,47,23,14,9,59,50,54,49,D
1kmN2537E4880,286,153,133,61,29,32,169,86,83,56,38,18,118,107,141,78,D
1kmN2537E4881,154,81,73,23,12,11,98,48,50,33,21,12,71,60,67,56,D
1kmN2537E4883,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2537E4890,5,D,D,0,0,0,0,0,0,5,D,D,D,0,D,0,0
1kmN2537E4891,7,D,D,D,D,D,5,D,D,0,0,0,D,D,D,D,0
1kmN2537E4893,13,8,5,D,D,D,8,D,D,D,D,D,D,D,D,D,0
1kmN2537E4894,10,5,5,0,0,0,6,D,D,D,D,D,D,D,D,D,D
1kmN2537E4897,D,D,D,0,0,0,D,D,D,D,D,D,0,D,D,0,0
1kmN2537E4900,7,D,D,0,0,0,D,D,D,D,D,D,0,D,D,0,0
1kmN2537E4901,D,D,D,0,0,0,D,D,D,D,D,D,0,D,D,0,0
1kmN2537E4904,15,10,5,D,D,D,9,D,D,D,D,D,13,0,13,0,0
1kmN2537E4905,18,9,9,D,D,D,16,7,9,0,0,0,13,D,14,D,0
1kmN2537E4917,6,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0,D
1kmN2537E4925,256,135,121,52,26,26,177,88,89,27,21,6,120,84,97,97,D
1kmN2537E4926,238,117,121,36,14,22,140,64,76,62,39,23,124,78,89,97,16
1kmN2537E4930,172,89,83,25,12,13,113,59,54,34,18,16,106,41,80,62,D
1kmN2537E4932,127,63,64,20,10,10,75,32,43,32,21,11,79,28,83,23,D
1kmN2537E4933,5,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2537E4941,33,16,17,D,D,D,21,11,10,8,D,D,18,11,15,13,D
1kmN2537E4942,366,184,182,69,31,38,240,112,128,57,41,16,180,117,158,125,14
1kmN2537E4944,7,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2537E4953,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2537E4957,141,74,67,32,16,16,82,40,42,27,18,9,64,45,56,49,D
1kmN2537E4958,242,123,119,35,17,18,169,82,87,38,24,14,110,97,113,89,D
1kmN2537E4960,173,86,87,32,16,16,108,49,59,33,21,12,80,61,89,51,D
1kmN2537E4961,70,35,35,9,D,D,47,21,26,14,9,5,35,26,40,19,D
1kmN2537E4972,77,44,33,12,7,5,42,21,21,23,16,7,45,20,37,26,D
1kmN2537E4973,271,142,129,39,20,19,155,66,89,77,56,21,156,76,103,118,11
1kmN2537E4974,199,101,98,33,18,15,135,60,75,31,23,8,89,77,80,85,0
1kmN2537E4982,332,165,167,51,18,33,213,101,112,68,46,22,165,115,129,136,16
1kmN2537E4985,262,143,119,25,12,13,179,94,85,58,37,21,137,99,95,129,12
1kmN2537E4986,596,299,297,95,40,55,414,207,207,87,52,35,269,231,160,299,41
1kmN2537E4987,142,61,81,19,6,13,95,40,55,28,15,13,74,49,47,66,D
1kmN2537E4990,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,D
1kmN2537E4991,26,10,16,D,D,D,22,7,15,D,D,D,14,D,D,13,D
1kmN2537E4993,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,0
1kmN2537E5002,24,12,12,D,D,D,18,10,8,5,D,D,13,D,D,15,D
1kmN2538E4747,14,5,9,0,0,0,8,D,D,6,D,D,D,D,14,0,0
1kmN2538E4750,6,D,D,0,0,0,5,D,D,D,D,D,D,D,D,D,0
1kmN2538E4751,11,5,6,D,D,D,7,D,D,D,D,D,D,D,D,D,D
1kmN2538E4752,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2538E4756,19,9,10,D,D,D,13,7,6,D,D,D,D,D,D,D,0
1kmN2538E4757,55,25,30,12,6,6,33,12,21,10,D,D,24,19,29,14,0
1kmN2538E4760,108,55,53,22,10,12,70,32,38,16,D,D,42,44,60,26,0
1kmN2538E4761,35,17,18,7,D,D,25,12,13,D,D,D,11,17,D,16,D
1kmN2538E4762,193,94,99,29,14,15,136,64,72,28,16,12,74,90,71,82,11
1kmN2538E4763,251,131,120,29,19,10,169,81,88,53,31,22,112,110,48,124,50
1kmN2538E4764,1258,669,589,193,102,91,830,433,397,235,134,101,509,556,165,577,322
1kmN2538E4765,3608,1951,1657,458,219,239,2419,1287,1132,731,445,286,1468,1681,515,1772,862
1kmN2538E4766,2300,1204,1096,383,194,189,1559,802,757,358,208,150,846,1070,392,1128,388
1kmN2538E4767,694,362,332,125,58,67,491,258,233,78,46,32,230,339,144,345,80
1kmN2538E4768,288,151,137,64,36,28,200,99,101,24,16,8,73,151,62,131,31
1kmN2538E4769,51,29,22,7,D,D,29,17,12,15,8,7,26,18,20,19,D
1kmN2538E4770,111,56,55,20,11,9,73,34,39,18,11,7,41,50,19,60,11
1kmN2538E4771,972,496,476,211,99,112,683,355,328,78,42,36,191,570,62,389,310
1kmN2538E4772,772,383,389,118,64,54,541,254,287,113,65,48,318,336,193,382,79
1kmN2538E4773,787,394,393,123,62,61,572,282,290,92,50,42,287,376,141,439,84
1kmN2538E4774,10,D,D,D,D,D,6,D,D,D,D,D,D,D,D,D,0
1kmN2538E4775,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,0
1kmN2538E4777,D,D,D,0,0,0,D,D,D,D,D,D,D,D,0,D,0
1kmN2538E4778,502,270,232,64,36,28,362,190,172,76,44,32,187,251,122,233,83
1kmN2538E4779,10966,5838,5128,1437,678,759,7500,3986,3514,2029,1174,855,4405,5124,1752,5358,2416
1kmN2538E4780,14724,7627,7097,2754,1317,1437,10797,5633,5164,1173,677,496,4088,7881,1668,6028,4274
1kmN2538E4781,10802,5658,5144,1589,776,813,7743,4024,3719,1470,858,612,3774,5439,1375,4795,3043
1kmN2538E4782,13251,6993,6258,1659,787,872,9057,4689,4368,2535,1517,1018,5317,6271,1699,5993,3898
1kmN2538E4783,17749,9817,7932,2045,970,1075,11640,6245,5395,4064,2602,1462,7616,8085,2305,7936,5462
1kmN2538E4784,7189,4057,3132,806,432,374,4800,2640,2160,1583,985,598,3118,3263,687,2713,2981
1kmN2538E4785,1979,1049,930,260,125,135,1469,775,694,250,149,101,693,1026,206,779,734
1kmN2538E4786,2462,1280,1182,353,175,178,1799,911,888,310,194,116,871,1232,327,1201,578
1kmN2538E4787,11229,6110,5119,1240,591,649,7887,4234,3653,2102,1285,817,4665,5318,1390,5046,3549
1kmN2538E4788,5753,3100,2653,867,424,443,4268,2271,1997,618,405,213,2046,2839,872,2470,1544
1kmN2538E4789,819,423,396,165,86,79,540,272,268,114,65,49,291,363,230,363,61
1kmN2538E4790,571,288,283,103,48,55,368,183,185,100,57,43,223,245,175,267,26
1kmN2538E4791,4847,2383,2464,1137,542,595,3320,1618,1702,390,223,167,1656,2051,1697,1873,137
1kmN2538E4792,1747,899,848,309,159,150,1237,615,622,201,125,76,634,804,592,774,72
1kmN2538E4793,141,68,73,44,19,25,86,41,45,11,D,D,51,46,53,41,D
1kmN2538E4795,54,25,29,5,D,D,44,19,25,5,D,D,22,27,13,33,D
1kmN2538E4796,106,52,54,16,8,8,70,32,38,20,12,8,42,48,45,44,D
1kmN2538E4797,53,28,25,9,D,D,31,15,16,13,D,D,22,22,23,20,D
1kmN2538E4799,260,134,126,35,18,17,196,98,98,29,18,11,90,135,72,130,23
1kmN2538E4800,319,159,160,47,22,25,237,114,123,35,23,12,124,148,91,158,23
1kmN2538E4801,501,251,250,104,55,49,363,178,185,34,18,16,163,234,123,235,39
1kmN2538E4805,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,0,0
1kmN2538E4809,231,118,113,51,28,23,146,71,75,34,19,15,92,88,84,90,D
1kmN2538E4815,27,14,13,9,D,D,14,6,8,D,D,D,D,12,D,D,D
1kmN2538E4819,74,38,36,12,D,D,45,21,24,17,9,8,41,21,40,21,D
1kmN2538E4820,88,44,44,18,9,9,53,24,29,17,11,6,40,30,42,26,D
1kmN2538E4821,170,81,89,18,8,10,119,52,67,33,21,12,78,74,73,69,D
1kmN2538E4822,117,60,57,17,9,8,80,40,40,20,11,9,53,47,54,39,D
1kmN2538E4823,65,33,32,14,6,8,44,20,24,7,D,D,29,22,23,26,D
1kmN2538E4825,6,D,D,0,0,0,6,D,D,0,0,0,D,D,D,D,D
1kmN2538E4826,5,D,D,D,D,D,D,D,D,0,0,0,D,D,D,D,0
1kmN2538E4831,49,26,23,10,D,D,29,13,16,10,D,D,19,20,28,D,D
1kmN2538E4833,49,21,28,14,D,D,29,14,15,6,D,D,14,21,25,D,0
1kmN2538E4834,93,51,42,16,10,6,63,31,32,14,D,D,36,41,30,43,D
1kmN2538E4835,365,194,171,56,29,27,255,132,123,54,33,21,153,156,87,173,49
1kmN2538E4836,512,264,248,89,41,48,329,170,159,94,53,41,217,206,126,241,56
1kmN2538E4837,117,61,56,21,15,6,83,38,45,13,8,5,42,54,43,46,D
1kmN2538E4838,83,45,38,9,D,D,61,32,29,13,D,D,30,44,35,34,D
1kmN2538E4840,36,18,18,9,D,D,19,9,10,8,D,D,D,19,15,11,D
1kmN2538E4844,36,22,14,5,D,D,24,11,13,7,D,D,D,21,20,11,0
1kmN2538E4845,8,D,D,D,D,D,5,D,D,D,D,D,D,D,D,D,0
1kmN2538E4848,18,D,D,D,D,D,13,D,D,D,D,D,D,12,13,D,0
1kmN2538E4849,16,9,7,D,D,D,8,D,D,D,D,D,D,D,11,D,0
1kmN2538E4850,19,7,12,D,D,D,13,6,7,D,D,D,D,D,12,D,0
1kmN2538E4852,231,107,124,45,22,23,158,70,88,28,15,13,99,87,95,81,D
1kmN2538E4853,28,12,16,5,D,D,16,7,9,7,D,D,D,14,16,D,0
1kmN2538E4854,46,26,20,12,D,D,23,11,12,11,6,5,32,D,28,D,D
1kmN2538E4855,16,10,6,5,D,D,9,D,D,D,D,D,D,D,D,D,0
1kmN2538E4859,189,92,97,31,14,17,121,56,65,37,22,15,83,75,90,63,D
1kmN2538E4863,13,6,7,D,D,D,9,D,D,D,D,D,D,D,D,D,0
1kmN2538E4864,47,25,22,D,D,D,22,10,12,22,15,7,23,21,33,11,0
1kmN2538E4868,47,25,22,5,D,D,28,13,15,14,9,5,27,15,25,16,D
1kmN2538E4873,24,12,12,5,D,D,12,5,7,7,D,D,12,D,13,D,0
1kmN2538E4874,7,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2538E4876,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,0,0
1kmN2538E4877,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2538E4883,27,12,15,D,D,D,14,6,8,12,6,6,17,D,13,13,0
1kmN2538E4884,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2538E4885,28,14,14,D,D,D,19,11,8,7,D,D,D,16,13,12,D
1kmN2538E4889,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2538E4891,20,9,11,D,D,D,12,5,7,D,D,D,11,D,13,D,0
1kmN2538E4892,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2538E4893,9,D,D,0,0,0,D,D,D,8,D,D,D,D,D,D,0
1kmN2538E4896,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,0,0
1kmN2538E4899,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2538E4900,D,D,D,0,0,0,D,D,D,D,D,D,0,D,D,D,0
1kmN2538E4902,D,D,D,0,0,0,0,0,0,D,D,D,0,D,D,0,0
1kmN2538E4903,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,0,0
1kmN2538E4904,6,D,D,0,0,0,6,D,D,0,0,0,D,D,D,0,0
1kmN2538E4905,28,15,13,6,D,D,12,6,6,10,D,D,20,D,18,D,0
1kmN2538E4907,8,D,D,D,D,D,5,D,D,0,0,0,D,0,D,0,0
1kmN2538E4908,16,8,8,0,0,0,14,6,8,D,D,D,13,D,D,D,D
1kmN2538E4909,29,13,16,0,0,0,18,7,11,11,6,5,23,D,25,D,0
1kmN2538E4914,16,8,8,D,D,D,6,D,D,7,D,D,D,D,13,0,0
1kmN2538E4915,83,40,43,27,13,14,45,21,24,11,6,5,37,19,50,D,0
1kmN2538E4923,31,15,16,7,D,D,18,9,9,6,D,D,17,D,16,D,D
1kmN2538E4924,140,75,65,31,17,14,95,49,46,14,9,5,82,27,78,30,D
1kmN2538E4927,28,9,19,D,D,D,25,9,16,0,0,0,13,12,D,16,D
1kmN2538E4928,80,43,37,11,6,5,54,29,25,15,8,7,49,20,39,28,D
1kmN2538E4929,64,30,34,8,D,D,45,21,24,11,D,D,37,19,33,22,D
1kmN2538E4930,118,58,60,16,6,10,76,35,41,26,17,9,71,31,52,48,D
1kmN2538E4933,7,D,D,D,D,D,D,D,D,D,D,D,D,0,D,D,0
1kmN2538E4934,41,21,20,D,D,D,25,11,14,15,10,5,28,12,18,22,0
1kmN2538E4937,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,0,0
1kmN2538E4938,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2538E4939,33,18,15,6,D,D,15,8,7,12,D,D,23,D,19,D,0
1kmN2538E4941,63,38,25,15,D,D,37,21,16,11,6,5,31,17,25,22,D
1kmN2538E4942,47,25,22,8,D,D,32,17,15,7,D,D,25,14,23,15,D
1kmN2538E4943,27,17,10,D,D,D,15,7,8,10,D,D,20,D,19,D,D
1kmN2538E4957,11,D,D,D,D,D,6,D,D,D,D,D,D,D,D,D,0
1kmN2538E4958,126,61,65,26,10,16,73,38,35,27,13,14,67,33,53,38,D
1kmN2538E4960,12,5,7,0,0,0,11,D,D,D,D,D,D,D,D,D,0
1kmN2538E4961,96,53,43,14,5,9,65,38,27,17,10,7,48,34,46,32,D
1kmN2538E4969,41,22,19,7,D,D,29,17,12,5,D,D,22,12,24,D,0
1kmN2538E4974,63,32,31,10,D,D,47,23,24,6,D,D,24,29,18,31,D
1kmN2538E4978,739,362,377,192,82,110,466,229,237,81,51,30,264,283,201,302,44
1kmN2538E4979,600,291,309,103,45,58,410,191,219,87,55,32,237,260,175,267,55
1kmN2538E4980,73,34,39,24,11,13,44,22,22,5,D,D,26,23,13,34,D
1kmN2538E4981,8,D,D,D,D,D,6,D,D,D,D,D,D,D,D,D,D
1kmN2538E4982,143,71,72,27,12,15,83,40,43,33,19,14,70,46,56,52,D
1kmN2538E4983,17,8,9,D,D,D,6,D,D,8,D,D,12,D,D,D,D
1kmN2538E4985,502,245,257,66,26,40,323,149,174,113,70,43,254,182,174,234,28
1kmN2538E4986,746,394,352,114,68,46,501,244,257,131,82,49,330,302,225,355,51
1kmN2538E4987,5,D,D,D,D,D,D,D,D,0,0,0,D,D,D,D,0
1kmN2538E5001,217,116,101,43,23,20,161,83,78,13,D,D,78,96,60,95,19
1kmN2538E5002,915,456,459,152,63,89,628,316,312,135,77,58,358,405,252,436,75
1kmN2538E5003,D,D,D,0,0,0,D,D,D,D,D,D,D,D,0,D,D
