IDENTIFIER,TOTAL,WOMEN,MEN,TOTAL_0_14,WOMEN_0_14,MEN_0_14,TOTAL_15_64,WOMEN_15_64,MEN_15_64_,TOTAL_65p,WOMEN_65p,MEN_65p,INACTIVE_POPULATION,LABOUR_FORCE,BASIC_EDUCATION_OR_LESS,UPPER_SECONDARY_EDUCATION,TERTIARY_EDUCATION
1kmN2453E4704,9,D,D,0,0,0,5,D,D,D,D,D,D,D,D,D,0
1kmN2453E4705,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2453E4708,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,D,0
1kmN2453E4709,10,D,D,D,D,D,6,D,D,D,D,D,D,D,D,D,0
1kmN2453E4721,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,0,0
1kmN2453E4722,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2453E4723,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,D
1kmN2453E4729,8,D,D,0,0,0,D,D,D,5,D,D,D,0,D,D,0
1kmN2453E4731,17,9,8,D,D,D,11,D,D,D,D,D,D,D,D,D,0
1kmN2453E4744,22,10,12,0,0,0,15,6,9,7,D,D,14,D,D,12,D
1kmN2453E4745,23,13,10,D,D,D,11,5,6,11,D,D,17,D,14,D,0
1kmN2453E4746,37,18,19,D,D,D,16,7,9,18,10,8,28,D,21,13,0
1kmN2453E4747,30,17,13,6,D,D,19,9,10,5,D,D,18,D,11,13,0
1kmN2453E4748,20,9,11,D,D,D,13,6,7,D,D,D,D,D,D,D,D
1kmN2453E4749,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,0,0
1kmN2453E4765,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,D
1kmN2453E4766,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2453E4774,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,0,0
1kmN2453E4817,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2453E4818,9,D,D,D,D,D,7,D,D,D,D,D,D,D,D,D,0
1kmN2453E4819,15,6,9,D,D,D,11,D,D,D,D,D,12,D,D,D,D
1kmN2453E4820,10,D,D,D,D,D,7,D,D,D,D,D,D,D,D,D,D
1kmN2453E4821,6,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2454E4605,59,29,30,11,6,5,42,21,21,6,D,D,24,24,D,28,D
1kmN2454E4615,8,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2454E4616,5,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
1kmN2454E4617,7,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2454E4620,13,5,8,0,0,0,5,D,D,8,D,D,D,D,11,D,0
1kmN2454E4622,30,18,12,5,D,D,18,10,8,7,D,D,15,D,17,D,D
1kmN2454E4623,6,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2454E4624,18,9,9,D,D,D,11,5,6,5,D,D,D,D,D,D,D
1kmN2454E4625,86,40,46,5,D,D,62,25,37,19,14,5,37,44,29,47,D
1kmN2454E4626,23,12,11,D,D,D,14,8,6,6,D,D,D,D,D,11,D
1kmN2454E4627,43,21,22,9,D,D,23,11,12,11,D,D,19,15,D,21,D
1kmN2454E4628,26,13,13,D,D,D,17,8,9,7,D,D,12,12,11,D,D
1kmN2454E4629,34,16,18,5,D,D,25,10,15,D,D,D,16,13,D,14,D
1kmN2454E4630,22,11,11,D,D,D,20,9,11,D,D,D,D,12,D,14,0
1kmN2454E4632,7,D,D,D,D,D,D,D,D,0,0,0,D,D,D,D,0
1kmN2454E4635,70,36,34,12,5,7,46,23,23,12,D,D,29,29,21,29,D
1kmN2454E4636,34,16,18,D,D,D,24,11,13,7,D,D,12,19,D,14,D
1kmN2454E4639,63,29,34,8,D,D,43,19,24,12,6,6,24,31,13,36,D
1kmN2454E4640,74,40,34,16,8,8,48,23,25,10,D,D,24,34,22,33,D
1kmN2454E4641,20,10,10,D,D,D,17,9,8,D,D,D,D,12,D,13,D
1kmN2454E4642,27,14,13,0,0,0,17,8,9,10,D,D,13,14,D,14,D
1kmN2454E4643,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,D
1kmN2454E4644,115,58,57,26,14,12,86,43,43,D,D,D,31,58,27,59,D
1kmN2454E4645,308,150,158,43,18,25,204,99,105,61,33,28,133,132,72,162,31
1kmN2454E4646,93,46,47,12,D,D,63,30,33,18,12,6,43,38,34,44,D
1kmN2454E4659,6,D,D,D,D,D,D,D,D,D,D,D,D,D,0,D,0
1kmN2454E4663,12,5,7,D,D,D,8,D,D,D,D,D,D,D,D,D,0
1kmN2454E4664,35,16,19,5,D,D,13,5,8,17,9,8,23,D,17,12,D
1kmN2454E4676,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,D,0
1kmN2454E4677,315,160,155,60,33,27,217,107,110,38,20,18,121,134,75,160,20
1kmN2454E4678,120,62,58,18,8,10,81,40,41,21,14,7,41,61,21,67,14
1kmN2454E4682,16,8,8,0,0,0,8,D,D,8,D,D,D,D,D,D,D
1kmN2454E4683,85,40,45,8,D,D,55,24,31,22,12,10,40,37,20,49,D
1kmN2454E4686,34,18,16,D,D,D,23,11,12,8,D,D,16,15,D,20,D
1kmN2454E4687,5,D,D,0,0,0,D,D,D,D,D,D,D,D,0,D,0
1kmN2454E4703,30,15,15,D,D,D,15,8,7,14,7,7,20,D,D,15,D
1kmN2454E4704,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2454E4708,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2454E4720,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2454E4721,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2454E4722,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,D
1kmN2454E4728,5,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2454E4731,5,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
1kmN2454E4743,33,18,15,11,6,5,16,7,9,6,D,D,12,D,16,D,D
1kmN2454E4744,92,50,42,6,D,D,52,20,32,34,27,7,61,25,34,48,D
1kmN2454E4745,35,19,16,D,D,D,15,6,9,17,10,7,28,D,19,12,D
1kmN2454E4746,86,43,43,10,D,D,57,29,28,19,11,8,46,30,35,36,D
1kmN2454E4747,12,7,5,D,D,D,6,D,D,D,D,D,D,D,D,D,D
1kmN2454E4748,29,13,16,13,5,8,13,6,7,D,D,D,D,D,D,D,0
1kmN2454E4749,13,7,6,D,D,D,8,D,D,D,D,D,D,D,D,D,0
1kmN2454E4767,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2454E4771,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2454E4772,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2454E4817,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2454E4821,15,8,7,D,D,D,7,D,D,6,D,D,D,D,D,D,0
1kmN2454E4822,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2455E4604,583,296,287,80,40,40,380,185,195,123,71,52,253,249,165,296,41
1kmN2455E4605,1099,545,554,163,74,89,803,397,406,133,74,59,434,502,226,605,105
1kmN2455E4612,40,22,18,D,D,D,27,12,15,9,D,D,18,18,21,D,D
1kmN2455E4615,92,42,50,10,5,5,52,25,27,30,12,18,47,35,42,37,D
1kmN2455E4616,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2455E4619,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,0
1kmN2455E4621,8,D,D,0,0,0,D,D,D,6,D,D,D,D,D,D,0
1kmN2455E4622,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,D,0
1kmN2455E4623,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2455E4624,46,28,18,D,D,D,33,18,15,11,D,D,20,24,12,25,D
1kmN2455E4625,65,39,26,14,8,6,37,21,16,14,D,D,26,25,23,22,D
1kmN2455E4626,98,54,44,28,18,10,62,30,32,8,D,D,32,38,34,34,D
1kmN2455E4628,344,185,159,41,24,17,242,121,121,61,40,21,131,171,79,178,45
1kmN2455E4629,53,25,28,9,D,D,37,15,22,7,D,D,20,24,15,22,D
1kmN2455E4630,20,9,11,D,D,D,12,6,6,7,D,D,D,D,D,D,0
1kmN2455E4631,31,15,16,5,D,D,18,8,10,8,D,D,14,12,11,12,D
1kmN2455E4632,38,20,18,7,D,D,20,7,13,11,D,D,21,D,17,14,0
1kmN2455E4636,139,77,62,18,11,7,94,49,45,27,17,10,52,69,50,65,D
1kmN2455E4637,9,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,D
1kmN2455E4639,30,16,14,D,D,D,18,8,10,10,D,D,15,13,D,14,D
1kmN2455E4640,74,39,35,12,D,D,42,20,22,20,11,9,31,31,21,28,13
1kmN2455E4641,59,28,31,D,D,D,47,21,26,11,6,5,28,30,19,36,D
1kmN2455E4642,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,0
1kmN2455E4643,57,28,29,6,D,D,36,16,20,15,10,5,27,24,20,25,D
1kmN2455E4644,155,81,74,25,16,9,111,57,54,19,8,11,53,77,29,84,17
1kmN2455E4645,25,13,12,D,D,D,15,7,8,6,D,D,D,11,D,D,D
1kmN2455E4652,50,23,27,5,D,D,31,15,16,14,6,8,30,15,14,23,D
1kmN2455E4674,13,6,7,D,D,D,7,D,D,D,D,D,D,D,D,D,D
1kmN2455E4675,209,111,98,14,7,7,131,72,59,64,32,32,117,78,30,107,58
1kmN2455E4676,184,92,92,31,13,18,114,60,54,39,19,20,80,73,30,96,27
1kmN2455E4677,443,234,209,74,41,33,277,152,125,92,41,51,207,162,65,227,77
1kmN2455E4678,131,75,56,27,13,14,78,43,35,26,19,7,51,53,25,65,14
1kmN2455E4680,184,97,87,22,12,10,119,64,55,43,21,22,85,77,39,104,19
1kmN2455E4681,17,7,10,D,D,D,11,6,5,5,D,D,D,D,D,D,D
1kmN2455E4682,18,11,7,D,D,D,11,6,5,5,D,D,D,D,D,D,D
1kmN2455E4683,108,56,52,9,D,D,66,34,32,33,19,14,57,42,27,56,16
1kmN2455E4686,51,25,26,D,D,D,31,14,17,18,10,8,32,17,19,28,D
1kmN2455E4687,58,30,28,D,D,D,33,15,18,22,13,9,33,22,12,34,D
1kmN2455E4702,154,79,75,7,D,D,100,53,47,47,25,22,103,44,35,87,25
1kmN2455E4703,7,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
1kmN2455E4707,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,0
1kmN2455E4708,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,0,D
1kmN2455E4731,22,12,10,D,D,D,14,7,7,5,D,D,13,D,12,D,0
1kmN2455E4742,54,28,26,15,6,9,33,20,13,6,D,D,23,16,17,19,D
1kmN2455E4743,260,137,123,30,18,12,154,75,79,76,44,32,158,72,88,115,27
1kmN2455E4744,160,76,84,22,9,13,95,46,49,43,21,22,92,46,53,73,12
1kmN2455E4745,62,35,27,9,D,D,33,19,14,20,13,7,36,17,24,28,D
1kmN2455E4746,20,10,10,D,D,D,17,10,7,D,D,D,D,D,D,D,0
1kmN2455E4748,34,18,16,D,D,D,15,6,9,18,11,7,25,D,23,D,0
1kmN2455E4749,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2455E4762,13,6,7,D,D,D,5,D,D,D,D,D,D,D,D,D,D
1kmN2455E4763,12,D,D,D,D,D,D,D,D,7,D,D,D,D,D,D,0
1kmN2455E4768,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2455E4769,5,D,D,D,D,D,D,D,D,D,D,D,D,0,D,D,0
1kmN2455E4770,9,D,D,D,D,D,5,D,D,D,D,D,D,0,D,D,0
1kmN2455E4771,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2455E4772,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2455E4821,7,D,D,0,0,0,7,D,D,0,0,0,D,D,D,D,0
1kmN2455E4822,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2456E4605,21,11,10,6,D,D,11,6,5,D,D,D,D,D,D,D,D
1kmN2456E4606,8,D,D,D,D,D,7,D,D,0,0,0,D,D,D,D,0
1kmN2456E4611,42,23,19,7,D,D,29,15,14,6,D,D,13,22,16,16,D
1kmN2456E4612,72,37,35,15,7,8,47,24,23,10,D,D,24,33,21,29,D
1kmN2456E4614,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2456E4615,37,16,21,7,D,D,20,12,8,10,D,D,18,12,D,18,D
1kmN2456E4616,24,13,11,D,D,D,19,10,9,D,D,D,D,12,D,19,0
1kmN2456E4617,113,56,57,18,9,9,74,37,37,21,10,11,46,49,46,46,D
1kmN2456E4618,8,D,D,D,D,D,7,D,D,0,0,0,D,D,D,D,0
1kmN2456E4619,12,6,6,0,0,0,10,D,D,D,D,D,D,D,D,D,0
1kmN2456E4621,60,31,29,D,D,D,31,15,16,27,14,13,40,18,35,21,D
1kmN2456E4624,49,23,26,8,D,D,31,13,18,10,5,5,16,25,12,20,D
1kmN2456E4625,20,11,9,D,D,D,11,6,5,7,D,D,D,D,D,D,0
1kmN2456E4626,13,D,D,D,D,D,7,D,D,D,D,D,D,D,D,D,0
1kmN2456E4627,71,36,35,11,D,D,48,24,24,12,D,D,25,35,23,30,D
1kmN2456E4628,496,258,238,88,44,44,341,177,164,67,37,30,163,245,84,234,90
1kmN2456E4629,12,6,6,D,D,D,10,5,5,0,0,0,D,D,D,D,0
1kmN2456E4630,55,27,28,17,8,9,32,15,17,6,D,D,15,23,15,18,D
1kmN2456E4631,72,33,39,7,D,D,54,25,29,11,6,5,25,40,25,34,D
1kmN2456E4632,18,8,10,0,0,0,17,8,9,D,D,D,D,D,D,D,D
1kmN2456E4634,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2456E4635,19,10,9,D,D,D,10,D,D,8,D,D,11,D,D,D,D
1kmN2456E4636,43,22,21,D,D,D,25,13,12,14,7,7,23,16,19,16,D
1kmN2456E4637,101,55,46,14,8,6,71,36,35,16,11,5,37,50,32,45,D
1kmN2456E4639,15,8,7,5,D,D,8,D,D,D,D,D,D,D,D,D,0
1kmN2456E4640,63,30,33,D,D,D,46,20,26,15,9,6,28,33,24,33,D
1kmN2456E4641,79,40,39,7,D,D,55,30,25,17,8,9,33,39,24,41,D
1kmN2456E4642,64,33,31,11,D,D,34,17,17,19,9,10,27,26,19,26,D
1kmN2456E4643,32,17,15,D,D,D,21,9,12,10,D,D,17,14,11,15,D
1kmN2456E4644,445,215,230,37,14,23,288,130,158,120,71,49,251,157,149,212,47
1kmN2456E4645,38,21,17,5,D,D,24,10,14,9,D,D,14,19,11,16,D
1kmN2456E4647,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2456E4648,14,6,8,D,D,D,5,D,D,8,D,D,D,D,D,D,0
1kmN2456E4649,158,84,74,16,11,5,119,57,62,23,16,7,75,67,46,83,13
1kmN2456E4650,108,54,54,11,5,6,72,36,36,25,13,12,44,53,24,67,D
1kmN2456E4652,6,D,D,0,0,0,6,D,D,0,0,0,D,D,0,D,D
1kmN2456E4658,29,9,20,0,0,0,16,6,10,13,D,D,23,D,D,19,D
1kmN2456E4674,171,84,87,31,16,15,105,48,57,35,20,15,78,62,29,85,26
1kmN2456E4675,6,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
1kmN2456E4676,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,D
1kmN2456E4677,989,518,471,118,54,64,618,315,303,253,149,104,507,364,187,508,173
1kmN2456E4678,331,171,160,36,16,20,225,118,107,70,37,33,151,144,45,193,57
1kmN2456E4679,24,10,14,D,D,D,17,6,11,D,D,D,D,13,D,12,D
1kmN2456E4680,98,45,53,8,D,D,68,29,39,22,12,10,51,39,24,51,15
1kmN2456E4681,11,5,6,D,D,D,9,D,D,D,D,D,D,D,0,D,D
1kmN2456E4682,10,5,5,0,0,0,7,D,D,D,D,D,D,D,D,D,D
1kmN2456E4684,D,D,D,0,0,0,D,D,D,D,D,D,D,0,0,D,0
1kmN2456E4685,56,23,33,7,D,D,39,17,22,10,D,D,21,28,16,29,D
1kmN2456E4701,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,0
1kmN2456E4702,121,59,62,9,D,D,84,42,42,28,15,13,64,48,25,75,12
1kmN2456E4703,29,17,12,0,0,0,19,13,6,10,D,D,17,12,D,17,D
1kmN2456E4707,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,0
1kmN2456E4740,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,0
1kmN2456E4741,12,7,5,D,D,D,D,D,D,7,D,D,D,D,D,D,0
1kmN2456E4742,30,13,17,D,D,D,21,5,16,8,D,D,16,13,12,15,D
1kmN2456E4743,544,293,251,72,33,39,345,179,166,127,81,46,293,179,206,224,42
1kmN2456E4744,13,5,8,0,0,0,10,D,D,D,D,D,D,D,D,D,D
1kmN2456E4746,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,0
1kmN2456E4747,D,D,D,0,0,0,D,D,D,0,0,0,D,0,0,D,0
1kmN2456E4748,31,19,12,10,D,D,14,7,7,7,D,D,15,D,14,D,D
1kmN2456E4749,8,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,0
1kmN2456E4750,D,D,D,0,0,0,D,D,D,0,0,0,D,0,0,D,0
1kmN2456E4760,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2456E4763,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2456E4764,8,D,D,0,0,0,D,D,D,5,D,D,D,D,D,D,0
1kmN2456E4765,11,5,6,0,0,0,5,D,D,6,D,D,D,D,D,D,0
1kmN2456E4767,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2456E4768,40,22,18,6,D,D,20,8,12,14,D,D,28,D,29,D,D
1kmN2456E4769,44,24,20,9,D,D,22,11,11,13,D,D,24,11,21,14,0
1kmN2456E4770,20,8,12,6,D,D,9,D,D,5,D,D,D,D,D,D,0
1kmN2456E4771,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,0,0
1kmN2456E4773,35,18,17,13,D,D,19,7,12,D,D,D,D,16,15,D,D
1kmN2456E4774,15,8,7,D,D,D,11,6,5,0,0,0,D,D,D,D,0
1kmN2456E4817,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2456E4820,14,8,6,D,D,D,9,D,D,D,D,D,11,D,D,D,0
1kmN2456E4821,31,20,11,D,D,D,21,11,10,8,D,D,26,D,14,15,0
1kmN2457E4604,71,40,31,9,D,D,52,32,20,10,D,D,37,25,D,43,D
1kmN2457E4605,69,35,34,8,D,D,54,26,28,7,D,D,36,25,D,39,12
1kmN2457E4609,154,75,79,18,11,7,118,53,65,18,11,7,52,84,49,73,14
1kmN2457E4611,31,14,17,6,D,D,21,9,12,D,D,D,14,11,D,17,D
1kmN2457E4613,23,12,11,5,D,D,14,7,7,D,D,D,D,D,D,D,0
1kmN2457E4614,7,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,0
1kmN2457E4615,26,12,14,D,D,D,16,8,8,6,D,D,D,13,11,D,D
1kmN2457E4617,73,32,41,14,5,9,52,22,30,7,D,D,24,35,17,38,D
1kmN2457E4618,7,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,0
1kmN2457E4620,60,32,28,10,D,D,36,18,18,14,7,7,24,26,24,25,D
1kmN2457E4624,38,18,20,D,D,D,23,10,13,12,7,5,19,16,13,20,D
1kmN2457E4625,18,11,7,D,D,D,11,6,5,D,D,D,D,D,D,D,D
1kmN2457E4626,106,54,52,19,8,11,71,33,38,16,D,D,33,54,34,52,D
1kmN2457E4627,167,90,77,28,12,16,108,56,52,31,22,9,64,75,55,73,11
1kmN2457E4628,77,38,39,14,9,5,51,22,29,12,7,5,34,29,27,34,D
1kmN2457E4629,18,10,8,D,D,D,10,D,D,5,D,D,D,D,D,D,0
1kmN2457E4630,46,24,22,9,D,D,32,15,17,5,D,D,18,19,17,19,D
1kmN2457E4631,30,17,13,D,D,D,22,11,11,6,D,D,13,15,11,17,0
1kmN2457E4634,11,6,5,D,D,D,9,D,D,D,D,D,D,D,D,D,D
1kmN2457E4635,7,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2457E4641,28,16,12,5,D,D,17,8,9,6,D,D,D,14,D,19,D
1kmN2457E4642,47,28,19,9,D,D,27,15,12,11,D,D,18,20,15,18,D
1kmN2457E4644,117,59,58,13,6,7,83,39,44,21,14,7,42,62,29,59,16
1kmN2457E4645,48,22,26,5,D,D,32,13,19,11,6,5,21,22,11,24,D
1kmN2457E4646,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,0
1kmN2457E4647,38,17,21,D,D,D,27,11,16,10,5,5,21,16,12,19,D
1kmN2457E4648,7,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,0
1kmN2457E4649,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2457E4652,13,7,6,D,D,D,7,D,D,5,D,D,D,D,D,D,D
1kmN2457E4653,10,5,5,0,0,0,7,D,D,D,D,D,D,D,D,D,0
1kmN2457E4678,149,70,79,13,6,7,107,51,56,29,13,16,67,69,27,83,26
1kmN2457E4679,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,0,D
1kmN2457E4680,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,D
1kmN2457E4681,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2457E4682,34,19,15,5,D,D,21,11,10,8,D,D,13,16,D,16,D
1kmN2457E4683,109,51,58,10,5,5,70,30,40,29,16,13,54,45,19,54,26
1kmN2457E4684,61,36,25,7,D,D,35,20,15,19,13,6,32,22,14,32,D
1kmN2457E4685,23,10,13,0,0,0,15,9,6,8,D,D,16,D,D,13,D
1kmN2457E4686,9,D,D,0,0,0,5,D,D,D,D,D,D,D,D,D,D
1kmN2457E4687,15,6,9,D,D,D,11,D,D,D,D,D,D,D,D,D,D
1kmN2457E4698,83,49,34,10,D,D,44,25,19,29,18,11,44,29,24,39,D
1kmN2457E4699,496,246,250,53,17,36,349,178,171,94,51,43,211,230,74,279,88
1kmN2457E4700,241,110,131,23,9,14,175,79,96,43,22,21,103,115,51,132,35
1kmN2457E4701,85,41,44,9,D,D,58,26,32,18,9,9,43,33,16,52,D
1kmN2457E4707,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2457E4723,11,5,6,0,0,0,7,D,D,D,D,D,D,D,D,D,0
1kmN2457E4724,19,8,11,0,0,0,13,D,D,6,D,D,12,D,D,D,D
1kmN2457E4741,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2457E4742,33,14,19,0,0,0,23,10,13,10,D,D,22,11,15,17,D
1kmN2457E4743,35,15,20,D,D,D,20,8,12,13,6,7,22,11,20,13,0
1kmN2457E4744,32,13,19,D,D,D,19,8,11,9,D,D,21,D,13,14,D
1kmN2457E4746,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2457E4747,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2457E4748,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2457E4749,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2457E4760,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2457E4763,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2457E4766,23,9,14,D,D,D,15,5,10,5,D,D,15,D,12,D,D
1kmN2457E4767,D,D,D,D,D,D,D,D,D,0,0,0,0,D,0,D,0
1kmN2457E4768,20,8,12,0,0,0,10,D,D,10,D,D,17,D,11,D,0
1kmN2457E4769,18,10,8,D,D,D,7,D,D,7,D,D,12,D,D,D,0
1kmN2457E4770,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,D,0
1kmN2457E4772,5,D,D,D,D,D,D,D,D,0,0,0,D,D,D,0,0
1kmN2457E4773,79,39,40,15,9,6,50,23,27,14,7,7,40,24,50,13,D
1kmN2457E4774,19,8,11,D,D,D,12,5,7,D,D,D,D,D,12,D,0
1kmN2457E4775,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2457E4812,8,D,D,0,0,0,D,D,D,5,D,D,D,0,D,D,0
1kmN2457E4814,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2457E4821,11,5,6,D,D,D,6,D,D,D,D,D,D,0,D,D,0
1kmN2457E4822,46,23,23,7,D,D,31,14,17,8,D,D,39,0,17,21,D
1kmN2458E4604,690,347,343,97,42,55,481,243,238,112,62,50,291,302,146,346,101
1kmN2458E4605,66,25,41,7,D,D,51,18,33,8,D,D,35,24,15,36,D
1kmN2458E4608,50,28,22,10,D,D,34,17,17,6,D,D,16,24,12,28,0
1kmN2458E4609,16,8,8,5,D,D,11,6,5,0,0,0,D,D,D,D,D
1kmN2458E4610,21,11,10,D,D,D,15,8,7,D,D,D,D,12,D,D,D
1kmN2458E4612,31,18,13,6,D,D,17,8,9,8,D,D,11,14,15,D,D
1kmN2458E4613,24,15,9,D,D,D,16,8,8,D,D,D,13,D,D,12,D
1kmN2458E4615,176,88,88,18,10,8,131,63,68,27,15,12,64,94,49,88,21
1kmN2458E4617,10,D,D,D,D,D,6,D,D,D,D,D,D,D,D,D,0
1kmN2458E4618,50,21,29,9,D,D,30,14,16,11,6,5,17,24,18,20,D
1kmN2458E4619,45,21,24,D,D,D,29,15,14,13,5,8,27,15,24,16,D
1kmN2458E4620,35,18,17,9,D,D,18,10,8,8,D,D,14,12,14,12,0
1kmN2458E4621,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,D,0
1kmN2458E4622,15,6,9,D,D,D,5,D,D,6,D,D,D,D,D,D,D
1kmN2458E4626,37,25,12,8,D,D,22,13,9,7,D,D,15,14,14,11,D
1kmN2458E4627,28,16,12,9,D,D,16,9,7,D,D,D,D,D,D,D,0
1kmN2458E4628,17,7,10,D,D,D,10,D,D,D,D,D,D,D,D,D,D
1kmN2458E4629,8,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2458E4630,16,8,8,D,D,D,12,6,6,D,D,D,D,D,D,D,0
1kmN2458E4632,9,D,D,D,D,D,6,D,D,D,D,D,D,D,D,D,D
1kmN2458E4633,82,39,43,17,10,7,57,24,33,8,D,D,30,35,16,46,D
1kmN2458E4634,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2458E4636,5,D,D,D,D,D,D,D,D,0,0,0,D,D,0,D,D
1kmN2458E4637,76,38,38,17,9,8,41,17,24,18,12,6,28,31,26,25,D
1kmN2458E4639,29,13,16,D,D,D,19,8,11,9,D,D,18,D,22,D,0
1kmN2458E4641,66,34,32,6,D,D,47,22,25,13,D,D,29,31,21,35,D
1kmN2458E4642,43,24,19,6,D,D,29,18,11,8,D,D,18,19,11,22,D
1kmN2458E4643,87,45,42,7,D,D,63,31,32,17,10,7,35,45,22,51,D
1kmN2458E4644,25,14,11,D,D,D,15,8,7,9,D,D,17,D,D,11,D
1kmN2458E4645,22,10,12,D,D,D,12,D,D,6,D,D,D,D,D,13,0
