IDENTIFIER,ESTABLISHMENTS - TOTAL,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,NUMBER OF PERMANENT BEDS,TOTAL ARRIVALS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_AUSTRIAN TOURISTS,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,TOTAL NIGHTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_AUSTRIAN TOURISTS,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS
1kmN2302E4864,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2303E4798,402,908,2496,22394,2626,19768,890,2757,594,1440,160877,13400,147477,6368,26071,4056,10155
1kmN2303E4833,2,5,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2303E4844,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2303E4854,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2303E4859,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2303E4864,4,39,80,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2303E4866,2,19,44,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2304E4782,38,76,212,1150,195,955,126,114,106,233,8994,1410,7584,1000,1048,841,1804
1kmN2304E4801,241,570,1610,12223,921,11302,304,1390,288,733,98469,7041,91428,2326,13996,2364,6010
1kmN2304E4804,7,10,32,322,34,288,29,88,38,2,1688,66,1622,155,683,130,2
1kmN2304E4805,1,1,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2304E4806,4,7,18,132,39,93,0,5,4,0,832,259,573,0,21,36,0
1kmN2304E4813,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2304E4838,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2304E4843,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2304E4852,4,13,34,231,0,231,15,33,0,8,2045,0,2045,171,349,0,9
1kmN2304E4862,5,13,31,174,12,162,17,81,0,0,1520,48,1472,98,887,0,0
1kmN2304E4870,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2305E4791,3,6,14,44,16,28,0,6,5,7,376,125,251,0,69,67,49
1kmN2305E4792,35,244,703,8741,817,7924,136,778,254,130,36290,4917,31373,901,3581,1239,739
1kmN2305E4838,3,4,14,84,0,84,0,24,0,0,776,0,776,0,239,0,0
1kmN2305E4860,2,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2305E4865,2,12,28,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2305E4866,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2306E4791,4,4,13,53,20,33,0,0,0,4,416,159,257,0,0,0,48
1kmN2306E4792,6,11,26,57,29,28,4,0,7,6,632,282,350,26,0,86,44
1kmN2306E4795,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2306E4796,13,43,117,959,98,861,33,142,27,102,5655,466,5189,226,1196,96,422
1kmN2306E4797,10,47,101,880,140,740,45,127,39,24,4928,515,4413,212,943,224,106
1kmN2306E4798,2,7,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2306E4799,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2306E4815,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2306E4836,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2306E4852,3,9,18,157,29,128,0,53,0,0,1223,48,1175,0,511,0,0
1kmN2306E4867,2,9,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2306E4875,1,4,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2307E4794,8,32,67,425,40,385,0,35,9,39,2928,263,2665,0,193,32,350
1kmN2307E4796,2,5,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2307E4798,4,4,10,231,25,206,7,22,26,0,873,58,815,33,173,68,0
1kmN2307E4799,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2307E4807,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2307E4813,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2307E4846,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2308E4788,30,127,377,1171,588,583,47,159,31,44,10009,5155,4854,337,1398,304,411
1kmN2308E4789,4,6,12,58,1,57,3,0,0,6,559,3,556,13,0,0,16
1kmN2308E4796,3,5,12,105,9,96,4,9,7,0,525,163,362,18,19,27,0
1kmN2308E4797,6,8,26,286,41,245,8,15,33,1,882,158,724,21,70,86,1
1kmN2308E4846,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2309E4753,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2309E4787,35,53,139,830,169,661,93,58,52,127,7316,1542,5774,820,540,610,957
1kmN2309E4788,6,10,32,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2309E4791,2,18,46,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2309E4792,22,29,94,724,35,689,54,246,6,80,7491,357,7134,512,3142,35,671
1kmN2309E4797,21,25,66,850,78,772,22,85,77,3,3533,513,3020,75,458,312,14
1kmN2309E4798,3,3,10,131,8,123,2,13,15,7,482,34,448,2,27,116,49
1kmN2309E4802,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2309E4848,1,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2309E4857,2,8,15,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2309E4866,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2310E4788,2,5,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2310E4789,26,57,141,1157,95,1062,43,109,19,175,9698,713,8985,354,1180,238,1544
1kmN2310E4795,17,26,64,860,80,780,23,66,69,7,2432,316,2116,78,186,158,12
1kmN2310E4796,516,3543,8668,207928,33569,174359,12972,27863,6922,6383,956897,96905,859992,69342,182005,26699,31163
1kmN2310E4797,20,24,71,709,71,638,18,51,75,18,2152,435,1717,67,153,209,71
1kmN2310E4799,1,1,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2310E4800,12,12,60,439,30,409,54,192,13,0,4034,209,3825,434,2025,65,0
1kmN2310E4849,2,2,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2311E4784,366,934,2614,21191,2908,18283,1606,2467,437,1448,162113,18958,143155,10548,23729,3189,11066
1kmN2311E4785,59,157,432,3337,227,3110,183,539,33,326,25911,1299,24612,1237,5395,187,2312
1kmN2311E4786,54,166,431,4650,426,4224,217,554,81,492,31632,2889,28743,1519,4304,513,3137
1kmN2311E4787,3,11,22,375,19,356,24,24,4,44,2149,93,2056,124,159,14,308
1kmN2311E4788,346,1042,2868,28116,2440,25676,1161,2424,217,3158,203941,16090,187851,8267,22947,1621,22948
1kmN2311E4789,16,34,106,642,69,573,13,124,21,61,5367,507,4860,91,1357,206,504
1kmN2311E4795,47,61,151,3314,286,3028,75,297,258,105,10625,983,9642,279,1148,840,403
1kmN2311E4796,50,101,250,3728,391,3337,68,353,188,64,13216,2228,10988,251,1951,441,220
1kmN2311E4799,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2311E4818,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2311E4855,3,10,20,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2311E4856,9,64,112,10751,3821,6930,69,843,117,128,14853,7068,7785,124,961,288,268
1kmN2311E4857,1,6,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2312E4783,23,48,132,952,89,863,23,133,15,47,7716,731,6985,165,1362,100,351
1kmN2312E4784,17,40,108,798,167,631,26,93,20,33,5584,1024,4560,147,704,150,238
1kmN2312E4785,59,144,429,3617,303,3314,242,544,43,269,27799,1729,26070,1640,5496,370,1902
1kmN2312E4786,176,418,1122,9125,1813,7312,548,1023,213,833,59488,10118,49370,3315,8931,1300,4524
1kmN2312E4787,1027,4397,10833,163710,32463,131247,9838,15117,3286,11574,817436,118187,699249,50005,105728,13888,63047
1kmN2312E4788,22,60,162,1644,315,1329,38,89,23,196,10291,1671,8620,192,813,145,1182
1kmN2312E4791,2,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2312E4792,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2312E4794,3,3,8,91,7,84,0,13,10,4,353,36,317,0,33,15,4
1kmN2312E4795,23,34,98,1500,107,1393,65,157,75,41,5795,257,5538,296,835,284,152
1kmN2312E4796,10,15,37,472,32,440,8,44,33,21,2009,170,1839,64,273,52,61
1kmN2312E4797,1,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2312E4798,2,3,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2312E4817,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2313E4774,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2313E4775,12,24,75,530,63,467,30,113,24,71,4411,467,3944,251,1134,173,609
1kmN2313E4782,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2313E4783,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2313E4786,44,87,235,1767,421,1346,64,218,28,112,13044,3188,9856,414,1945,218,766
1kmN2313E4787,8,18,50,210,7,203,13,69,3,6,1673,53,1620,77,604,18,48
1kmN2313E4793,1,38,64,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2313E4796,5,9,26,312,18,294,26,57,17,5,1680,71,1609,155,427,23,13
1kmN2313E4797,6,13,36,628,67,561,11,101,27,2,2361,541,1820,12,688,56,6
1kmN2313E4859,1,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2314E4773,1,10,30,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2314E4774,3,7,19,101,48,53,4,11,8,7,965,395,570,60,152,96,77
1kmN2314E4775,153,399,1044,6752,865,5887,507,993,442,801,55582,6592,48990,4549,10462,3993,5886
1kmN2314E4776,36,131,343,2227,226,2001,270,533,173,351,21601,1985,19616,2648,6542,2067,2923
1kmN2314E4795,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2314E4796,3,15,47,342,5,337,0,49,6,3,2299,21,2278,0,329,42,27
1kmN2314E4797,2,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2314E4798,2,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2314E4807,1,10,20,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2314E4816,1,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2314E4840,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2314E4856,1,6,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2315E4748,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2315E4774,4,494,1514,17493,1598,15895,1447,4167,930,3818,143018,9511,133507,12407,44312,6730,29411
1kmN2315E4775,62,121,333,2132,274,1858,57,137,112,86,13803,1838,11965,327,1452,772,584
1kmN2315E4776,21,77,182,1296,80,1216,140,212,70,126,9618,481,9137,1054,2493,631,941
1kmN2315E4778,5,24,58,101,7,94,12,56,0,0,798,44,754,90,477,0,0
1kmN2315E4779,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2315E4785,1,1,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2315E4788,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2315E4790,33,70,190,1990,213,1777,116,368,85,69,10761,993,9768,687,3229,350,419
1kmN2315E4794,4,8,16,132,19,113,3,21,0,23,798,136,662,9,133,0,185
1kmN2315E4795,3,6,12,73,8,65,0,14,0,10,430,44,386,0,70,0,54
1kmN2315E4796,5,5,15,180,13,167,2,27,2,6,754,37,717,7,229,4,28
1kmN2315E4797,2,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2315E4801,26,112,263,19010,1021,17989,418,2249,575,113,29200,1649,27551,678,5004,907,247
1kmN2315E4802,5,12,31,356,27,329,18,48,25,6,1014,57,957,31,165,51,17
1kmN2315E4821,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2315E4846,1,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2315E4855,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2316E4771,5,13,38,300,22,278,23,30,22,28,2713,230,2483,174,314,301,216
1kmN2316E4774,26,73,203,1481,158,1323,188,304,56,67,11267,1309,9958,1731,3569,267,520
1kmN2316E4775,202,1309,3695,19671,2053,17618,1355,3157,812,1474,126457,12713,113744,10367,29267,4919,10769
1kmN2316E4776,55,130,354,2201,241,1960,102,141,78,62,14897,1738,13159,876,1363,562,450
1kmN2316E4785,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2316E4789,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2316E4790,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2316E4794,22,48,121,942,129,813,61,249,20,45,6743,848,5895,393,2460,116,293
1kmN2316E4795,10,15,40,252,11,241,9,82,13,52,2149,58,2091,85,965,53,470
1kmN2316E4796,36,61,158,2555,189,2366,123,474,120,99,11371,928,10443,662,3312,482,526
1kmN2316E4801,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2316E4807,2,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2316E4809,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2316E4819,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2316E4855,2,6,13,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2317E4770,15,43,117,1070,177,893,96,134,62,173,7853,1162,6691,732,1257,526,1401
1kmN2317E4771,497,1554,4361,35814,7413,28401,2591,4494,1939,6445,270596,47583,223013,19697,42529,13589,52978
1kmN2317E4772,22,37,117,774,104,670,67,137,75,171,7520,858,6662,677,1597,793,1480
1kmN2317E4773,1,120,360,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2317E4777,4,4,18,117,2,115,18,24,0,8,1027,6,1021,124,309,0,97
1kmN2317E4778,9,28,73,552,62,490,39,89,1,92,5046,501,4545,427,1066,10,745
1kmN2317E4782,1,4,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2317E4792,34,61,182,1043,93,950,42,483,25,57,9210,664,8546,388,5451,123,526
1kmN2317E4799,2,32,94,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2317E4800,3,7,18,243,13,230,10,34,19,1,454,14,440,22,138,21,1
1kmN2317E4801,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2317E4805,4,6,21,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2318E4744,37,77,197,884,83,801,57,104,167,291,8240,930,7310,517,834,1408,3165
1kmN2318E4770,3,15,47,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2318E4771,39,109,292,2761,321,2440,312,323,222,761,18211,2015,16196,1754,2899,1677,5782
1kmN2318E4772,170,833,2398,16178,1071,15107,1651,4839,1438,2303,142024,8564,133460,15412,52534,9852,18262
1kmN2318E4776,30,432,1182,9255,1242,8013,477,654,176,3258,52720,8344,44376,2726,4568,734,21492
1kmN2318E4777,266,730,2087,14309,4096,10213,725,1625,154,2606,113005,30873,82132,5654,16680,1179,20828
1kmN2318E4778,61,141,377,2711,714,1997,57,417,40,369,20528,5139,15389,368,4389,170,2956
1kmN2318E4792,6,14,36,188,17,171,25,67,3,11,1832,111,1721,529,674,12,72
1kmN2318E4799,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2318E4857,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2319E4775,2,5,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2319E4776,14,71,195,1127,74,1053,158,197,12,114,9239,410,8829,1036,2362,19,1490
1kmN2319E4798,51,189,496,14615,1885,12730,819,1684,711,308,30694,5547,25147,1516,3580,1401,679
1kmN2319E4799,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2319E4805,2,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2319E4810,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2319E4851,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2319E4853,2,2,11,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2320E4773,5,49,153,782,20,762,42,248,44,45,4893,148,4745,260,1888,218,190
1kmN2320E4782,2,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2320E4786,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2320E4797,6,39,108,1534,49,1485,72,395,178,36,2243,79,2164,116,546,235,53
1kmN2320E4798,5,11,24,1128,35,1093,52,150,80,18,2074,50,2024,88,382,113,30
1kmN2320E4807,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2320E4812,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2320E4855,1,6,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2320E4856,2,5,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2321E4763,4,6,18,127,24,103,11,12,10,29,943,142,801,35,135,54,195
1kmN2321E4796,4,7,17,460,8,452,9,39,35,8,888,26,862,13,86,68,9
1kmN2321E4797,5,8,26,1107,50,1057,16,74,85,26,1778,80,1698,24,150,158,52
1kmN2322E4784,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2322E4822,1,1,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2322E4824,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2323E4758,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2323E4778,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2323E4793,2,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2323E4795,4,7,20,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2323E4798,2,6,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2323E4799,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2323E4800,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2323E4805,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2323E4819,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2324E4766,13,47,115,1245,103,1142,48,125,17,166,10643,791,9852,411,1444,185,1354
1kmN2324E4767,22,48,115,1034,216,818,52,118,0,97,8136,1525,6611,364,1126,0,802
1kmN2324E4777,2,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2324E4778,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2324E4804,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2324E4805,3,14,35,367,55,312,14,75,28,0,1011,69,942,36,319,85,0
1kmN2324E4806,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2324E4809,1,1,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2324E4825,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2325E4733,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2325E4766,169,810,2192,14334,1144,13190,1579,3439,426,1314,110862,8339,102523,12471,30732,2863,9935
1kmN2325E4785,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2325E4804,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2325E4848,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2326E4737,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2326E4758,2,61,184,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2326E4776,2,5,11,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2326E4781,1,4,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2326E4803,1,1,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2326E4804,2,7,15,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2326E4808,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2326E4816,5,21,47,407,156,251,16,26,31,4,1462,402,1060,39,135,138,6
1kmN2326E4818,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2327E4736,2,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2327E4739,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2327E4756,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2327E4757,24,67,198,1131,161,970,56,74,5,451,9679,1221,8458,588,872,26,3960
1kmN2327E4762,5,20,58,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2327E4763,337,2402,6819,56646,5753,50893,3733,9779,2122,13102,431651,42616,389035,28080,85603,15605,97494
1kmN2327E4764,58,147,379,3282,361,2921,85,328,11,353,25307,2566,22741,598,3019,117,2419
1kmN2327E4779,1,2,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2327E4785,3,5,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2327E4789,1,4,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2327E4806,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2327E4816,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2327E4817,2,5,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2327E4819,2,2,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2328E4735,13,24,88,498,40,458,49,71,116,63,3903,250,3653,516,598,956,471
1kmN2328E4736,108,212,615,4796,916,3880,295,636,789,529,31710,5388,26322,2354,5748,5195,3991
1kmN2328E4739,2,5,17,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2328E4754,3,6,21,75,13,62,0,0,0,11,962,157,805,0,0,0,146
1kmN2328E4755,6,8,30,149,13,136,0,31,2,63,1315,88,1227,0,386,8,523
1kmN2328E4756,109,206,648,4023,590,3433,367,509,87,1108,34380,4088,30292,3108,5122,699,10293
1kmN2328E4757,2,7,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2328E4759,26,82,223,1834,216,1618,44,204,17,302,14512,1657,12855,419,2094,192,2455
1kmN2328E4760,13,32,78,710,170,540,20,61,12,72,5629,1442,4187,148,559,77,512
1kmN2328E4761,1,165,534,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2328E4763,4,25,88,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2328E4774,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
