x,y,TOTAL_ESTA,ARRIVALS_T,ARRIVALS_D,ARRIVALS_F,ARRIVALS_G,ARRIVALS_S,ARRIVALS_I,ARRIVALS_A,NIGHTS_TOT,NIGHTS_DOM,NIGHTS_FOR,NIGHTS_Ger,NIGHTS_Slo,NIGHTS_Ita,NIGHTS_Aus
4664000,2485000,6,355,108,247,132,5,24,12,2017,228,1789,1469,5,72,77
4664000,2486000,3,469,237,232,58,14,100,7,2043,505,1538,301,52,988,37
4665000,2421000,19,949,41,908,115,84,460,118,7526,249,7277,1010,649,3586,902
4665000,2422000,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665000,2423000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665000,2428000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665000,2431000,47,5611,126,5485,1482,349,1119,1417,36488,519,35969,10994,2360,7491,9127
4665000,2479000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665000,2480000,9,543,65,478,48,12,99,17,1658,125,1533,260,19,285,35
4665000,2481000,12,724,43,681,63,3,116,51,2390,120,2270,239,21,236,171
4665000,2482000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665000,2484000,5,359,106,253,47,15,56,28,1302,278,1024,340,19,156,104
4665000,2485000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665000,2486000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4666000,2420000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4666000,2421000,5,352,2,350,49,31,135,69,3016,23,2993,442,309,1109,676
4666000,2479000,11,697,149,548,58,7,124,28,1784,341,1443,333,7,221,81
4666000,2480000,8,282,39,243,54,14,43,13,1347,271,1076,449,23,150,43
4666000,2481000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4666000,2484000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667000,2418000,5,183,6,177,28,10,58,9,1229,28,1201,302,52,421,47
4667000,2419000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667000,2420000,73,3359,170,3189,332,1726,477,306,26513,1265,25248,3139,13701,3322,2511
4667000,2422000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667000,2438000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667000,2439000,8,102,1,101,15,43,7,8,1058,10,1048,161,495,34,50
4667000,2479000,9,1215,210,1005,97,23,177,48,3966,1307,2659,293,72,343,165
4667000,2480000,5,216,4,212,81,4,19,1,1330,8,1322,664,16,128,1
4667000,2481000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667000,2483000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667000,2486000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668000,2418000,19,676,19,657,146,37,168,160,5330,114,5216,1322,261,1340,1346
4668000,2438000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668000,2478000,3,82,5,77,7,0,10,2,297,16,281,18,0,62,8
4668000,2479000,43,2093,232,1861,207,34,357,60,6840,600,6240,1276,58,993,184
4668000,2480000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668000,2481000,9,1261,176,1085,89,29,270,25,3027,379,2648,279,55,514,81
4668000,2482000,3,84,11,73,52,0,0,6,607,77,530,371,0,0,14
4669000,2396000,3,169,0,169,41,27,9,44,1582,0,1582,516,265,56,314
4669000,2402000,6,170,2,168,22,19,44,14,1295,4,1291,204,184,330,78
4669000,2403000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669000,2404000,9,390,17,373,97,120,70,21,3219,90,3129,994,948,434,216
4669000,2405000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669000,2406000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669000,2408000,18,14474,373,14101,5351,2836,1397,1273,99881,2310,97571,39721,23293,9887,8781
4669000,2413000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669000,2414000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669000,2437000,322,82552,4181,78371,22031,17060,15962,7904,600463,23356,577107,208395,127970,96920,55746
4669000,2438000,6,256,19,237,24,5,117,23,1369,92,1277,156,15,659,94
4669000,2478000,222,96483,17612,78871,8644,1810,12963,3781,190640,30561,160079,18801,4625,23357,7141
4669000,2479000,57,3145,299,2846,332,21,572,112,10007,1061,8946,1137,63,1768,271
4669000,2480000,9,1033,231,802,97,10,290,38,3329,796,2533,508,20,782,138
4669000,2483000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669000,2485000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670000,2393000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670000,2398000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670000,2399000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670000,2402000,15,609,76,533,111,37,82,82,4962,520,4442,1018,257,525,711
4670000,2403000,8,630,6,624,45,461,24,11,5399,36,5363,517,3961,214,77
4670000,2404000,96,40043,1231,38812,6617,22243,3445,1814,304107,6501,297606,56449,176438,24619,12362
4670000,2405000,4,165,3,162,37,34,17,40,1422,15,1407,370,288,121,311
4670000,2413000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670000,2414000,8,408,4,404,36,21,173,65,2891,32,2859,236,257,1229,379
4670000,2424000,3,187,19,168,14,12,69,9,555,52,503,68,34,248,21
4670000,2429000,6,245,25,220,23,17,98,18,1282,125,1157,128,101,593,104
4670000,2433000,3,108,13,95,8,12,42,6,596,68,528,88,59,172,18
4670000,2451000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670000,2452000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670000,2478000,24,14440,3310,11130,690,240,1627,475,23470,5277,18193,1551,318,2473,833
4670000,2479000,11,575,59,516,46,12,66,10,1970,246,1724,212,23,166,15
4670000,2483000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670000,2485000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4670000,2486000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671000,2394000,7,289,17,272,62,37,74,31,2262,119,2143,548,360,429,221
4671000,2395000,86,4497,340,4157,710,992,1157,362,38846,2689,36157,7678,8078,9923,3129
4671000,2396000,23,848,54,794,114,109,326,61,5766,255,5511,864,910,2017,446
4671000,2417000,3,91,1,90,21,9,26,6,610,8,602,221,80,135,38
4671000,2418000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671000,2429000,8,338,37,301,15,37,130,31,1810,185,1625,93,211,690,205
4671000,2433000,3,177,8,169,13,5,81,22,1090,32,1058,127,17,464,169
4671000,2439000,12,448,25,423,132,16,87,46,3118,147,2971,1193,116,475,355
4671000,2450000,3,347,12,335,127,20,79,21,2233,20,2213,1193,87,416,119
4671000,2451000,30,1538,30,1508,448,71,176,62,10577,166,10411,4474,569,1115,425
4671000,2477000,4,149,37,112,9,5,21,9,372,92,280,29,7,78,27
4671000,2478000,19,587,50,537,70,9,70,30,2571,291,2280,336,25,211,145
4671000,2479000,4,201,40,161,51,4,25,10,1128,139,989,400,14,147,26
4671000,2481000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671000,2483000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671000,2484000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671000,2485000,5,282,42,240,49,2,68,19,1078,134,944,326,4,197,59
4671000,2486000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672000,2450000,22,1604,38,1566,601,59,116,178,11024,255,10769,5644,259,696,1175
4672000,2451000,19,874,16,858,419,57,149,25,7051,95,6956,4221,310,948,169
4672000,2477000,5,279,32,247,47,2,48,12,1113,90,1023,273,4,158,39
4672000,2478000,11,630,104,526,40,7,108,25,2448,262,2186,161,12,333,78
4672000,2480000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672000,2481000,7,353,73,280,73,3,43,34,1371,221,1150,329,147,132,95
4672000,2482000,7,1262,540,722,146,46,187,76,3399,1134,2265,855,93,357,219
4672000,2483000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672000,2484000,7,267,20,247,86,1,48,16,1193,41,1152,528,2,145,49
4672000,2485000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673000,2414000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673000,2450000,12,682,11,671,372,16,48,121,5418,59,5359,3516,92,376,797
4673000,2476000,58,8768,4517,4251,892,163,717,461,33711,12648,21063,6996,391,2333,2262
4673000,2477000,11,673,69,604,122,10,39,33,5603,201,5402,1130,27,166,245
4673000,2480000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673000,2481000,3,108,18,90,49,4,10,8,717,39,678,385,124,45,19
4673000,2482000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673000,2483000,3,1561,1082,479,78,40,101,28,3466,2288,1178,381,64,155,62
4673000,2484000,3,549,167,382,66,4,208,39,1577,548,1029,235,5,480,93
4674000,2392000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674000,2393000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674000,2414000,7,211,7,204,35,3,53,18,1404,34,1370,290,15,374,121
4674000,2447000,98,7151,331,6820,1717,1414,929,399,50066,2038,48028,16662,7683,5805,2585
4674000,2448000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674000,2449000,13,569,5,564,229,13,100,63,4389,21,4368,2165,86,489,646
4674000,2452000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674000,2455000,4,260,9,251,23,111,45,4,1807,89,1718,177,814,289,4
4674000,2456000,76,9080,367,8713,2178,900,1206,2299,54351,1731,52620,17616,4712,6580,12465
4674000,2475000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674000,2476000,13,670,73,597,195,7,56,39,4646,623,4023,1562,14,276,219
4674000,2478000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674000,2481000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675000,2390000,6,760,192,568,116,66,101,132,4572,1262,3310,883,493,465,599
4675000,2392000,8,915,84,831,113,410,145,45,7038,569,6469,1198,3281,1159,262
4675000,2447000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675000,2448000,22,1705,63,1642,464,224,221,100,8248,248,8000,3387,770,1148,636
4675000,2451000,7,401,1,400,209,2,43,45,3272,8,3264,1911,14,350,362
4675000,2452000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675000,2455000,171,9252,476,8776,2110,1628,1165,864,67383,2615,64768,19014,10468,8277,5751
4675000,2456000,4,197,3,194,71,19,27,17,2149,12,2137,871,133,413,239
4675000,2475000,11,350,20,330,70,3,30,20,3095,161,2934,627,17,320,92
4676000,2390000,142,77386,10918,66468,16798,17075,8068,9598,538337,49635,488702,141292,131138,48124,63706
4676000,2391000,79,4907,681,4226,689,441,1190,519,30306,3442,26864,5273,2716,7900,2806
4676000,2392000,19,1228,96,1132,291,155,227,137,8968,427,8541,2813,1033,1549,949
4676000,2449000,5,160,2,158,75,2,6,31,1302,14,1288,634,8,60,256
4676000,2450000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676000,2451000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676000,2453000,4,209,3,206,124,2,0,32,1966,21,1945,1169,14,0,270
4676000,2455000,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676000,2456000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676000,2476000,8,135,33,102,34,7,14,9,698,82,616,277,25,90,35
4676000,2478000,5,200,46,154,11,8,29,5,627,153,474,112,23,67,23
4676000,2479000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677000,2390000,369,77936,14280,63656,16210,8707,10261,12231,489383,55595,433788,138563,47824,66516,72366
4677000,2391000,31,2012,184,1828,304,430,380,166,15984,862,15122,3037,3542,3061,1263
4677000,2402000,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677000,2448000,13,713,45,668,187,25,146,59,4256,112,4144,1738,67,682,381
4677000,2453000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677000,2454000,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677000,2455000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677000,2456000,679,77862,9658,68204,18637,7308,7518,10554,435892,37399,398493,134174,33724,43421,52131
4677000,2457000,13,1231,442,789,32,334,40,27,7405,2288,5117,384,1677,374,206
4677000,2460000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677000,2475000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677000,2476000,13,509,36,473,89,2,57,15,2259,84,2175,535,4,272,73
4677000,2477000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678000,2400000,5,221,12,209,26,87,37,14,1900,72,1828,228,739,268,163
4678000,2402000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678000,2446000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678000,2448000,43,3256,118,3138,719,140,739,367,17769,343,17426,5771,476,3913,1885
4678000,2449000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678000,2454000,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678000,2455000,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678000,2456000,24,1214,88,1126,258,69,195,39,8639,464,8175,2314,435,1438,322
4678000,2457000,64,4116,381,3735,1116,262,620,311,27699,2117,25582,10633,1174,3540,1981
4678000,2459000,77,5631,553,5078,1037,845,586,352,34746,2918,31828,8950,4620,3335,1770
4678000,2460000,245,80637,4263,76374,26723,17971,4639,7737,454169,17195,436974,183046,88290,22479,40949
4678000,2461000,66,14767,955,13812,4164,2081,1029,2619,82420,4342,78078,29590,10512,4898,12465
4678000,2466000,9,17960,2448,15512,1499,961,434,243,76964,9036,67928,5848,4112,1047,895
4678000,2467000,6,334,30,304,63,71,28,17,2202,142,2060,565,482,136,96
4678000,2468000,76,7910,2213,5697,1039,1798,429,335,47923,12923,35000,8592,9240,2786,2025
4678000,2477000,9,336,6,330,146,5,24,33,2446,18,2428,1355,9,107,239
4678000,2488000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678000,2490000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678000,2513000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679000,2388000,5,244,22,222,81,19,47,29,2140,203,1937,865,76,382,254
4679000,2389000,154,39807,11249,28558,5742,3598,5575,6625,231690,61861,169829,43590,18477,29456,36075
4679000,2400000,7,113,6,107,22,10,52,16,1308,34,1274,236,123,656,231
4679000,2447000,9,471,16,455,148,0,88,61,3446,92,3354,1362,0,452,384
4679000,2456000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679000,2465000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679000,2466000,38,1750,144,1606,477,122,244,91,10970,907,10063,4179,606,1229,405
4679000,2467000,10,419,26,393,88,65,46,32,3133,226,2907,827,469,402,210
4679000,2472000,54,32957,2670,30287,3026,11322,941,657,134532,13441,121091,12589,47640,2265,2762
4679000,2473000,8,258,13,245,77,14,26,7,1746,73,1673,640,82,152,35
4679000,2477000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679000,2511000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680000,2388000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680000,2445000,7,276,12,264,116,3,42,40,1915,68,1847,976,12,292,194
4680000,2446000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680000,2455000,20,688,45,643,270,7,116,27,5712,250,5462,2833,47,830,198
4680000,2456000,17,1385,72,1313,516,30,238,128,9303,279,9024,4817,131,943,876
4680000,2470000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680000,2471000,3,119,1,118,75,0,2,10,1136,7,1129,708,0,14,126
4680000,2472000,13,368,33,335,57,39,34,16,2322,169,2153,648,190,247,82
4680000,2473000,8,2636,1055,1581,242,72,258,93,6735,2762,3973,1190,127,479,365
4680000,2474000,8,527,55,472,118,24,44,51,2256,146,2110,724,98,183,230
4680000,2475000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680000,2476000,4,131,0,131,100,0,0,2,1338,0,1338,1043,0,0,8
4680000,2510000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681000,2385000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681000,2445000,208,49967,1639,48328,13828,10250,5882,4740,290729,8970,281759,97964,54646,29890,27124
4681000,2446000,113,7873,399,7474,1457,341,1688,677,42500,1753,40747,10455,1516,9118,3119
4681000,2455000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681000,2456000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681000,2458000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681000,2459000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681000,2460000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681000,2471000,9,262,57,205,44,14,24,19,1923,298,1625,443,56,166,120
4681000,2472000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681000,2473000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681000,2474000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681000,2507000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681000,2511000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682000,2385000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682000,2386000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682000,2445000,6,22011,803,21208,7628,1366,1464,4858,102500,2199,100301,43398,3846,4927,19310
4682000,2446000,441,59585,2964,56621,14920,2851,8705,8043,329306,11263,318043,105911,13314,44278,40938
4682000,2448000,6,217,17,200,120,13,15,22,1840,76,1764,1129,95,93,153
4682000,2449000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682000,2454000,4,236,0,236,146,0,17,30,2002,0,2002,1548,0,67,171
4682000,2455000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682000,2456000,6,169,3,166,111,0,0,17,1591,19,1572,1110,0,0,114
4682000,2457000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682000,2458000,12,562,0,562,160,58,77,13,3701,0,3701,1597,345,387,57
4682000,2460000,65,4487,199,4288,1304,666,403,308,33833,1119,32714,12467,4335,2898,2139
4682000,2461000,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682000,2470000,5,332,10,322,87,27,37,18,1493,26,1467,743,43,111,96
4682000,2471000,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682000,2474000,12,450,18,432,162,3,34,34,3118,58,3060,1474,10,193,216
4682000,2506000,6,296,251,45,2,9,6,0,702,605,97,3,20,14,0
4682000,2507000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683000,2383000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683000,2445000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683000,2448000,5,344,24,320,105,19,79,16,2214,108,2106,920,69,431,49
4683000,2449000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683000,2454000,15,778,7,771,411,6,56,82,6347,41,6306,4007,12,308,603
4683000,2455000,7,431,9,422,260,0,1,106,4005,64,3941,2689,0,4,810
4683000,2457000,13,596,29,567,143,12,99,35,3367,75,3292,1315,28,502,153
4683000,2459000,37,4585,178,4407,936,542,272,558,26289,644,25645,7581,3194,1398,2836
4683000,2463000,4,129,0,129,48,7,27,17,974,0,974,481,49,167,94
4683000,2467000,11,480,50,430,127,36,11,32,4247,550,3697,1346,276,81,293
4683000,2468000,63,3315,286,3029,1154,169,161,390,24517,1759,22758,10368,840,1094,2651
4683000,2469000,13,632,181,451,116,34,56,83,3602,582,3020,1108,116,459,520
4683000,2470000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683000,2472000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683000,2500000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683000,2506000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684000,2447000,5,425,4,421,195,11,14,80,3542,4,3538,1915,77,99,647
4684000,2448000,129,7027,349,6678,2032,729,944,700,47666,1963,45703,18375,4428,5659,4135
4684000,2450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684000,2452000,12,597,10,587,337,4,19,93,4778,16,4762,3238,4,89,615
4684000,2453000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684000,2456000,3,169,0,169,47,0,4,39,1289,0,1289,409,0,44,256
4684000,2457000,13,599,6,593,276,6,58,101,5274,25,5249,2933,54,387,781
4684000,2458000,10,410,3,407,245,19,14,41,3529,9,3520,2432,82,122,279
4684000,2459000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684000,2460000,60,8323,165,8158,3140,1135,372,1163,48889,1076,47813,20770,6131,1974,7246
4684000,2467000,108,6467,761,5706,1931,276,285,501,45597,4291,41306,17872,1438,1697,2640
4684000,2468000,43,3003,465,2538,846,129,150,229,18943,2482,16461,7076,559,631,1398
4684000,2471000,3,185,25,160,116,0,2,0,1483,39,1444,1247,0,12,0
4685000,2444000,28,2584,120,2464,449,855,177,254,18277,803,17474,3461,5878,1220,1791
4685000,2448000,6,340,0,340,204,13,19,65,2986,0,2986,1932,100,121,511
4685000,2450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4685000,2452000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4685000,2456000,3,73,0,73,57,0,4,10,699,0,699,561,0,28,96
4685000,2457000,6,270,3,267,128,2,8,56,2397,21,2376,1385,6,96,369
4685000,2459000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4685000,2460000,9,760,22,738,148,210,30,63,5941,181,5760,1532,1604,244,535
4685000,2467000,5,422,37,385,121,9,28,37,2840,163,2677,1033,40,168,312
4685000,2468000,12,512,42,470,120,56,26,20,3707,234,3473,1182,375,146,191
4685000,2470000,3,120,0,120,39,0,6,11,958,0,958,354,0,48,97
4685000,2471000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4686000,2444000,106,8304,552,7752,1627,1570,1196,797,55767,3406,52361,14250,9891,6894,4310
4686000,2445000,221,58899,2522,56377,12990,15739,6161,7722,345000,12319,332681,90588,93176,31613,45602
4686000,2446000,34,5611,495,5116,1613,350,552,1266,23639,1782,21857,7940,1133,2632,4623
4686000,2454000,8,312,4,308,147,18,38,19,2653,32,2621,1577,90,280,153
4686000,2455000,18,912,47,865,259,60,135,70,6159,272,5887,2253,349,839,297
4686000,2457000,4,197,0,197,79,14,20,20,1595,0,1595,737,110,88,141
4686000,2458000,48,2118,63,2055,702,207,293,194,14517,289,14228,6707,1136,1758,1188
4686000,2459000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4686000,2465000,12,697,48,649,163,24,36,45,5168,321,4847,1478,174,320,298
4686000,2466000,14,501,12,489,174,6,36,31,3484,54,3430,1510,18,232,157
4686000,2469000,6,190,3,187,107,0,9,28,1811,12,1799,1177,0,87,224
4686000,2470000,4,99,7,92,27,0,0,7,722,32,690,309,0,0,26
4686000,2476000,4,86,30,56,14,6,6,3,367,64,303,158,14,16,6
4686000,2484000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4686000,2504000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687000,2369000,3,116,31,85,6,31,17,17,1073,242,831,31,401,160,171
4687000,2370000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687000,2454000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687000,2455000,23,1212,61,1151,388,81,157,99,8931,379,8552,3666,452,1198,912
4687000,2456000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687000,2457000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687000,2458000,6,154,0,154,45,5,27,15,1343,0,1343,443,25,229,146
4687000,2459000,111,7537,308,7229,1828,661,938,456,54046,1612,52434,17365,3624,6464,3066
4687000,2465000,196,24518,3186,21332,4872,3097,637,1198,150999,14588,136411,40647,16158,3274,7065
4687000,2466000,14,686,190,496,214,16,14,35,5206,1167,4039,2187,81,110,228
4687000,2469000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687000,2484000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687000,2500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687000,2504000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688000,2369000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688000,2370000,7,186,34,152,17,44,44,19,1242,211,1031,96,309,283,152
4688000,2451000,3,308,1,307,207,6,10,35,2594,1,2593,1953,24,47,220
4688000,2452000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688000,2455000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688000,2459000,135,15884,314,15570,4362,4146,1261,1164,107011,1741,105270,39257,22743,7056,7638
4688000,2460000,15,1853,39,1814,335,271,149,345,11950,206,11744,2658,1793,753,2118
4688000,2464000,134,30252,6505,23747,3485,1762,520,6354,171243,41600,129643,27476,7669,2027,27727
4688000,2465000,68,3930,472,3458,1265,168,120,122,27964,2371,25593,11984,865,703,761
4688000,2467000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688000,2468000,14,958,88,870,291,101,41,142,5181,344,4837,2343,365,193,639
4688000,2476000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688000,2477000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688000,2490000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688000,2502000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689000,2451000,109,7354,257,7097,2693,238,642,905,47984,958,47026,22781,1205,3239,4782
4689000,2452000,47,5961,438,5523,1403,971,532,889,25980,1103,24877,9716,2252,2022,3748
4689000,2462000,23,6336,776,5560,1060,626,180,2017,27954,2962,24992,6268,2412,799,7738
4689000,2463000,507,67706,9313,58393,16378,5675,2760,9742,356856,36318,320538,118686,22172,9556,42808
4689000,2464000,109,22041,3168,18873,3074,970,409,1007,117459,11647,105812,25258,4170,1848,5034
4689000,2466000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689000,2467000,7,643,125,518,215,19,31,83,3937,400,3537,1859,31,182,621
4689000,2468000,3,101,10,91,41,0,0,19,783,34,749,337,0,0,132
4689000,2477000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689000,2478000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689000,2479000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689000,2489000,10,1418,756,662,117,13,85,10,3229,1698,1531,361,29,135,14
4689000,2490000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689000,2491000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4690000,2439000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4690000,2462000,218,24340,3581,20759,6169,1409,879,1842,123346,15344,108002,40051,6131,3078,8409
4690000,2463000,218,14199,1405,12794,4021,535,450,1142,93638,6584,87054,34912,2561,2551,6674
4690000,2464000,5,473,4,469,235,2,7,164,3662,12,3650,1990,4,50,1157
4690000,2465000,4,125,59,66,40,4,0,7,1174,442,732,526,12,0,75
4690000,2466000,11,519,0,519,325,0,8,56,4547,0,4547,3121,0,56,375
